,sexo,sector_del_nivel_de_formación_alcanzado,edad,periodo,total
356,Ambos sexos,Mecánica  electrónica y otra formación técnica  industria y construcción,De 25 a 34 años,2016,552.4
357,Ambos sexos,Mecánica  electrónica y otra formación técnica  industria y construcción,De 35 a 44 años,2022,734.9
358,Ambos sexos,Mecánica  electrónica y otra formación técnica  industria y construcción,De 35 a 44 años,2021,725.5
359,Ambos sexos,Mecánica  electrónica y otra formación técnica  industria y construcción,De 35 a 44 años,2020,753.8
360,Ambos sexos,Mecánica  electrónica y otra formación técnica  industria y construcción,De 35 a 44 años,2019,763.1
361,Ambos sexos,Mecánica  electrónica y otra formación técnica  industria y construcción,De 35 a 44 años,2018,778.2
362,Ambos sexos,Mecánica  electrónica y otra formación técnica  industria y construcción,De 35 a 44 años,2017,801.8
363,Ambos sexos,Mecánica  electrónica y otra formación técnica  industria y construcción,De 35 a 44 años,2016,839.6
364,Ambos sexos,Mecánica  electrónica y otra formación técnica  industria y construcción,De 45 a 54 años,2022,816.1
365,Ambos sexos,Mecánica  electrónica y otra formación técnica  industria y construcción,De 45 a 54 años,2021,804.9
366,Ambos sexos,Mecánica  electrónica y otra formación técnica  industria y construcción,De 45 a 54 años,2020,764.0
367,Ambos sexos,Mecánica  electrónica y otra formación técnica  industria y construcción,De 45 a 54 años,2019,745.1
368,Ambos sexos,Mecánica  electrónica y otra formación técnica  industria y construcción,De 45 a 54 años,2018,726.4
369,Ambos sexos,Mecánica  electrónica y otra formación técnica  industria y construcción,De 45 a 54 años,2017,677.3
370,Ambos sexos,Mecánica  electrónica y otra formación técnica  industria y construcción,De 45 a 54 años,2016,668.5
371,Ambos sexos,Mecánica  electrónica y otra formación técnica  industria y construcción,55 y más años,2022,965.5
372,Ambos sexos,Mecánica  electrónica y otra formación técnica  industria y construcción,55 y más años,2021,992.2
373,Ambos sexos,Mecánica  electrónica y otra formación técnica  industria y construcción,55 y más años,2020,890.0
374,Ambos sexos,Mecánica  electrónica y otra formación técnica  industria y construcción,55 y más años,2019,836.2
375,Ambos sexos,Mecánica  electrónica y otra formación técnica  industria y construcción,55 y más años,2018,749.3
376,Ambos sexos,Mecánica  electrónica y otra formación técnica  industria y construcción,55 y más años,2017,745.1
377,Ambos sexos,Mecánica  electrónica y otra formación técnica  industria y construcción,55 y más años,2016,691.8
378,Ambos sexos,Agricultura  ganadería  pesca  silvicultura y veterinaria,Total,2022,303.2
379,Ambos sexos,Agricultura  ganadería  pesca  silvicultura y veterinaria,Total,2021,286.7
380,Ambos sexos,Agricultura  ganadería  pesca  silvicultura y veterinaria,Total,2020,284.4
381,Ambos sexos,Agricultura  ganadería  pesca  silvicultura y veterinaria,Total,2019,260.1
382,Ambos sexos,Agricultura  ganadería  pesca  silvicultura y veterinaria,Total,2018,251.7
383,Ambos sexos,Agricultura  ganadería  pesca  silvicultura y veterinaria,Total,2017,228.6
384,Ambos sexos,Agricultura  ganadería  pesca  silvicultura y veterinaria,Total,2016,230.3
385,Ambos sexos,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 16 a 24 años,2022,16.7
386,Ambos sexos,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 16 a 24 años,2021,19.5
387,Ambos sexos,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 16 a 24 años,2020,19.8
388,Ambos sexos,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 16 a 24 años,2019,14.2
389,Ambos sexos,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 16 a 24 años,2018,18.6
390,Ambos sexos,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 16 a 24 años,2017,16.4
391,Ambos sexos,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 16 a 24 años,2016,15.9
392,Ambos sexos,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 25 a 34 años,2022,60.6
393,Ambos sexos,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 25 a 34 años,2021,38.4
394,Ambos sexos,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 25 a 34 años,2020,44.1
395,Ambos sexos,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 25 a 34 años,2019,56.7
396,Ambos sexos,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 25 a 34 años,2018,36.9
397,Ambos sexos,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 25 a 34 años,2017,39.8
398,Ambos sexos,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 25 a 34 años,2016,45.0
399,Ambos sexos,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 35 a 44 años,2022,60.3
400,Ambos sexos,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 35 a 44 años,2021,64.8
401,Ambos sexos,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 35 a 44 años,2020,75.6
402,Ambos sexos,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 35 a 44 años,2019,66.9
403,Ambos sexos,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 35 a 44 años,2018,71.3
404,Ambos sexos,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 35 a 44 años,2017,66.4
405,Ambos sexos,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 35 a 44 años,2016,67.5
406,Ambos sexos,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 45 a 54 años,2022,72.3
407,Ambos sexos,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 45 a 54 años,2021,85.3
408,Ambos sexos,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 45 a 54 años,2020,77.6
409,Ambos sexos,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 45 a 54 años,2019,61.0
410,Ambos sexos,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 45 a 54 años,2018,70.0
411,Ambos sexos,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 45 a 54 años,2017,61.5
412,Ambos sexos,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 45 a 54 años,2016,57.8
413,Ambos sexos,Agricultura  ganadería  pesca  silvicultura y veterinaria,55 y más años,2022,93.3
414,Ambos sexos,Agricultura  ganadería  pesca  silvicultura y veterinaria,55 y más años,2021,78.7
415,Ambos sexos,Agricultura  ganadería  pesca  silvicultura y veterinaria,55 y más años,2020,67.3
416,Ambos sexos,Agricultura  ganadería  pesca  silvicultura y veterinaria,55 y más años,2019,61.3
417,Ambos sexos,Agricultura  ganadería  pesca  silvicultura y veterinaria,55 y más años,2018,55.0
418,Ambos sexos,Agricultura  ganadería  pesca  silvicultura y veterinaria,55 y más años,2017,44.4
419,Ambos sexos,Agricultura  ganadería  pesca  silvicultura y veterinaria,55 y más años,2016,44.1
420,Ambos sexos,Salud y servicios sociales,Total,2022,2379.9
421,Ambos sexos,Salud y servicios sociales,Total,2021,2431.9
422,Ambos sexos,Salud y servicios sociales,Total,2020,2343.5
423,Ambos sexos,Salud y servicios sociales,Total,2019,2204.0
424,Ambos sexos,Salud y servicios sociales,Total,2018,2055.0
425,Ambos sexos,Salud y servicios sociales,Total,2017,1957.5
426,Ambos sexos,Salud y servicios sociales,Total,2016,1917.0
427,Ambos sexos,Salud y servicios sociales,De 16 a 24 años,2022,188.9
428,Ambos sexos,Salud y servicios sociales,De 16 a 24 años,2021,184.0
429,Ambos sexos,Salud y servicios sociales,De 16 a 24 años,2020,163.5
430,Ambos sexos,Salud y servicios sociales,De 16 a 24 años,2019,147.0
431,Ambos sexos,Salud y servicios sociales,De 16 a 24 años,2018,137.9
432,Ambos sexos,Salud y servicios sociales,De 16 a 24 años,2017,139.6
433,Ambos sexos,Salud y servicios sociales,De 16 a 24 años,2016,150.0
434,Ambos sexos,Salud y servicios sociales,De 25 a 34 años,2022,511.3
435,Ambos sexos,Salud y servicios sociales,De 25 a 34 años,2021,480.4
436,Ambos sexos,Salud y servicios sociales,De 25 a 34 años,2020,504.2
437,Ambos sexos,Salud y servicios sociales,De 25 a 34 años,2019,517.7
438,Ambos sexos,Salud y servicios sociales,De 25 a 34 años,2018,428.8
439,Ambos sexos,Salud y servicios sociales,De 25 a 34 años,2017,433.2
440,Ambos sexos,Salud y servicios sociales,De 25 a 34 años,2016,444.1
441,Ambos sexos,Salud y servicios sociales,De 35 a 44 años,2022,502.3
442,Ambos sexos,Salud y servicios sociales,De 35 a 44 años,2021,564.7
443,Ambos sexos,Salud y servicios sociales,De 35 a 44 años,2020,565.0
444,Ambos sexos,Salud y servicios sociales,De 35 a 44 años,2019,500.5
445,Ambos sexos,Salud y servicios sociales,De 35 a 44 años,2018,498.9
446,Ambos sexos,Salud y servicios sociales,De 35 a 44 años,2017,463.1
447,Ambos sexos,Salud y servicios sociales,De 35 a 44 años,2016,477.1
448,Ambos sexos,Salud y servicios sociales,De 45 a 54 años,2022,441.0
449,Ambos sexos,Salud y servicios sociales,De 45 a 54 años,2021,492.0
450,Ambos sexos,Salud y servicios sociales,De 45 a 54 años,2020,449.9
451,Ambos sexos,Salud y servicios sociales,De 45 a 54 años,2019,439.8
452,Ambos sexos,Salud y servicios sociales,De 45 a 54 años,2018,421.5
453,Ambos sexos,Salud y servicios sociales,De 45 a 54 años,2017,393.4
454,Ambos sexos,Salud y servicios sociales,De 45 a 54 años,2016,382.5
455,Ambos sexos,Salud y servicios sociales,55 y más años,2022,736.5
456,Ambos sexos,Salud y servicios sociales,55 y más años,2021,710.8
457,Ambos sexos,Salud y servicios sociales,55 y más años,2020,660.9
458,Ambos sexos,Salud y servicios sociales,55 y más años,2019,599.0
459,Ambos sexos,Salud y servicios sociales,55 y más años,2018,568.0
460,Ambos sexos,Salud y servicios sociales,55 y más años,2017,528.1
461,Ambos sexos,Salud y servicios sociales,55 y más años,2016,463.2
462,Ambos sexos,Servicios,Total,2022,1195.0
463,Ambos sexos,Servicios,Total,2021,1190.2
464,Ambos sexos,Servicios,Total,2020,1135.6
465,Ambos sexos,Servicios,Total,2019,1123.8
466,Ambos sexos,Servicios,Total,2018,1022.2
467,Ambos sexos,Servicios,Total,2017,974.5
468,Ambos sexos,Servicios,Total,2016,988.4
469,Ambos sexos,Servicios,De 16 a 24 años,2022,124.2
470,Ambos sexos,Servicios,De 16 a 24 años,2021,124.6
471,Ambos sexos,Servicios,De 16 a 24 años,2020,123.9
472,Ambos sexos,Servicios,De 16 a 24 años,2019,118.8
473,Ambos sexos,Servicios,De 16 a 24 años,2018,101.2
474,Ambos sexos,Servicios,De 16 a 24 años,2017,132.6
475,Ambos sexos,Servicios,De 16 a 24 años,2016,106.9
476,Ambos sexos,Servicios,De 25 a 34 años,2022,315.8
477,Ambos sexos,Servicios,De 25 a 34 años,2021,318.1
478,Ambos sexos,Servicios,De 25 a 34 años,2020,305.6
479,Ambos sexos,Servicios,De 25 a 34 años,2019,299.5
480,Ambos sexos,Servicios,De 25 a 34 años,2018,267.8
481,Ambos sexos,Servicios,De 25 a 34 años,2017,245.3
482,Ambos sexos,Servicios,De 25 a 34 años,2016,281.3
483,Ambos sexos,Servicios,De 35 a 44 años,2022,305.4
484,Ambos sexos,Servicios,De 35 a 44 años,2021,291.9
485,Ambos sexos,Servicios,De 35 a 44 años,2020,292.7
486,Ambos sexos,Servicios,De 35 a 44 años,2019,289.6
487,Ambos sexos,Servicios,De 35 a 44 años,2018,304.6
488,Ambos sexos,Servicios,De 35 a 44 años,2017,261.6
489,Ambos sexos,Servicios,De 35 a 44 años,2016,272.6
490,Ambos sexos,Servicios,De 45 a 54 años,2022,241.7
491,Ambos sexos,Servicios,De 45 a 54 años,2021,265.3
492,Ambos sexos,Servicios,De 45 a 54 años,2020,237.8
493,Ambos sexos,Servicios,De 45 a 54 años,2019,243.2
494,Ambos sexos,Servicios,De 45 a 54 años,2018,199.4
495,Ambos sexos,Servicios,De 45 a 54 años,2017,192.0
496,Ambos sexos,Servicios,De 45 a 54 años,2016,181.4
497,Ambos sexos,Servicios,55 y más años,2022,207.9
498,Ambos sexos,Servicios,55 y más años,2021,190.3
499,Ambos sexos,Servicios,55 y más años,2020,175.7
500,Ambos sexos,Servicios,55 y más años,2019,172.6
501,Ambos sexos,Servicios,55 y más años,2018,149.1
502,Ambos sexos,Servicios,55 y más años,2017,143.0
503,Ambos sexos,Servicios,55 y más años,2016,146.4
504,Ambos sexos,Sectores desconocidos o no especificados,Total,2022,812.8
505,Ambos sexos,Sectores desconocidos o no especificados,Total,2021,741.1
506,Ambos sexos,Sectores desconocidos o no especificados,Total,2020,733.0
507,Ambos sexos,Sectores desconocidos o no especificados,Total,2019,811.7
508,Ambos sexos,Sectores desconocidos o no especificados,Total,2018,911.1
509,Ambos sexos,Sectores desconocidos o no especificados,Total,2017,913.8
510,Ambos sexos,Sectores desconocidos o no especificados,Total,2016,1041.0
511,Ambos sexos,Sectores desconocidos o no especificados,De 16 a 24 años,2022,22.6
512,Ambos sexos,Sectores desconocidos o no especificados,De 16 a 24 años,2021,27.2
513,Ambos sexos,Sectores desconocidos o no especificados,De 16 a 24 años,2020,22.7
514,Ambos sexos,Sectores desconocidos o no especificados,De 16 a 24 años,2019,28.4
515,Ambos sexos,Sectores desconocidos o no especificados,De 16 a 24 años,2018,30.4
516,Ambos sexos,Sectores desconocidos o no especificados,De 16 a 24 años,2017,28.5
517,Ambos sexos,Sectores desconocidos o no especificados,De 16 a 24 años,2016,29.8
518,Ambos sexos,Sectores desconocidos o no especificados,De 25 a 34 años,2022,53.4
519,Ambos sexos,Sectores desconocidos o no especificados,De 25 a 34 años,2021,42.6
520,Ambos sexos,Sectores desconocidos o no especificados,De 25 a 34 años,2020,47.0
521,Ambos sexos,Sectores desconocidos o no especificados,De 25 a 34 años,2019,56.3
522,Ambos sexos,Sectores desconocidos o no especificados,De 25 a 34 años,2018,61.1
523,Ambos sexos,Sectores desconocidos o no especificados,De 25 a 34 años,2017,62.2
524,Ambos sexos,Sectores desconocidos o no especificados,De 25 a 34 años,2016,83.1
525,Ambos sexos,Sectores desconocidos o no especificados,De 35 a 44 años,2022,87.9
526,Ambos sexos,Sectores desconocidos o no especificados,De 35 a 44 años,2021,70.8
527,Ambos sexos,Sectores desconocidos o no especificados,De 35 a 44 años,2020,79.0
528,Ambos sexos,Sectores desconocidos o no especificados,De 35 a 44 años,2019,71.4
529,Ambos sexos,Sectores desconocidos o no especificados,De 35 a 44 años,2018,81.3
530,Ambos sexos,Sectores desconocidos o no especificados,De 35 a 44 años,2017,81.5
531,Ambos sexos,Sectores desconocidos o no especificados,De 35 a 44 años,2016,116.4
532,Ambos sexos,Sectores desconocidos o no especificados,De 45 a 54 años,2022,105.1
533,Ambos sexos,Sectores desconocidos o no especificados,De 45 a 54 años,2021,88.4
534,Ambos sexos,Sectores desconocidos o no especificados,De 45 a 54 años,2020,73.3
535,Ambos sexos,Sectores desconocidos o no especificados,De 45 a 54 años,2019,80.4
536,Ambos sexos,Sectores desconocidos o no especificados,De 45 a 54 años,2018,84.9
537,Ambos sexos,Sectores desconocidos o no especificados,De 45 a 54 años,2017,84.4
538,Ambos sexos,Sectores desconocidos o no especificados,De 45 a 54 años,2016,98.3
539,Ambos sexos,Sectores desconocidos o no especificados,55 y más años,2022,543.8
540,Ambos sexos,Sectores desconocidos o no especificados,55 y más años,2021,512.2
541,Ambos sexos,Sectores desconocidos o no especificados,55 y más años,2020,511.0
542,Ambos sexos,Sectores desconocidos o no especificados,55 y más años,2019,575.2
543,Ambos sexos,Sectores desconocidos o no especificados,55 y más años,2018,653.4
544,Ambos sexos,Sectores desconocidos o no especificados,55 y más años,2017,657.2
545,Ambos sexos,Sectores desconocidos o no especificados,55 y más años,2016,713.4
546,Hombres,Total,Total,2022,19386.4
547,Hombres,Total,Total,2021,19270.8
548,Hombres,Total,Total,2020,19241.9
549,Hombres,Total,Total,2019,19094.5
550,Hombres,Total,Total,2018,18908.8
551,Hombres,Total,Total,2017,18803.1
552,Hombres,Total,Total,2016,18754.0
553,Hombres,Total,De 16 a 24 años,2022,2280.7
554,Hombres,Total,De 16 a 24 años,2021,2222.8
555,Hombres,Total,De 16 a 24 años,2020,2197.1
556,Hombres,Total,De 16 a 24 años,2019,2141.9
557,Hombres,Total,De 16 a 24 años,2018,2086.7
558,Hombres,Total,De 16 a 24 años,2017,2053.9
559,Hombres,Total,De 16 a 24 años,2016,2041.8
560,Hombres,Total,De 25 a 34 años,2022,2615.4
561,Hombres,Total,De 25 a 34 años,2021,2612.0
562,Hombres,Total,De 25 a 34 años,2020,2642.2
563,Hombres,Total,De 25 a 34 años,2019,2645.9
564,Hombres,Total,De 25 a 34 años,2018,2647.8
565,Hombres,Total,De 25 a 34 años,2017,2675.3
566,Hombres,Total,De 25 a 34 años,2016,2751.6
567,Hombres,Total,De 35 a 44 años,2022,3321.3
568,Hombres,Total,De 35 a 44 años,2021,3441.2
569,Hombres,Total,De 35 a 44 años,2020,3572.0
570,Hombres,Total,De 35 a 44 años,2019,3668.1
571,Hombres,Total,De 35 a 44 años,2018,3744.6
572,Hombres,Total,De 35 a 44 años,2017,3815.6
573,Hombres,Total,De 35 a 44 años,2016,3883.4
574,Hombres,Total,De 45 a 54 años,2022,3850.0
575,Hombres,Total,De 45 a 54 años,2021,3820.9
576,Hombres,Total,De 45 a 54 años,2020,3787.1
577,Hombres,Total,De 45 a 54 años,2019,3743.9
578,Hombres,Total,De 45 a 54 años,2018,3695.2
579,Hombres,Total,De 45 a 54 años,2017,3644.8
580,Hombres,Total,De 45 a 54 años,2016,3598.0
581,Hombres,Total,55 y más años,2022,7318.9
582,Hombres,Total,55 y más años,2021,7173.8
583,Hombres,Total,55 y más años,2020,7043.6
584,Hombres,Total,55 y más años,2019,6894.7
585,Hombres,Total,55 y más años,2018,6734.5
586,Hombres,Total,55 y más años,2017,6613.4
587,Hombres,Total,55 y más años,2016,6479.3
588,Hombres,Formación general  formación básica de adultos y habilidades personales,Total,2022,11165.6
589,Hombres,Formación general  formación básica de adultos y habilidades personales,Total,2021,11117.0
590,Hombres,Formación general  formación básica de adultos y habilidades personales,Total,2020,11400.0
591,Hombres,Formación general  formación básica de adultos y habilidades personales,Total,2019,11499.0
592,Hombres,Formación general  formación básica de adultos y habilidades personales,Total,2018,11476.7
593,Hombres,Formación general  formación básica de adultos y habilidades personales,Total,2017,11538.7
594,Hombres,Formación general  formación básica de adultos y habilidades personales,Total,2016,11714.8
595,Hombres,Formación general  formación básica de adultos y habilidades personales,De 16 a 24 años,2022,1704.9
596,Hombres,Formación general  formación básica de adultos y habilidades personales,De 16 a 24 años,2021,1684.2
597,Hombres,Formación general  formación básica de adultos y habilidades personales,De 16 a 24 años,2020,1674.1
598,Hombres,Formación general  formación básica de adultos y habilidades personales,De 16 a 24 años,2019,1675.8
599,Hombres,Formación general  formación básica de adultos y habilidades personales,De 16 a 24 años,2018,1633.3
600,Hombres,Formación general  formación básica de adultos y habilidades personales,De 16 a 24 años,2017,1581.0
601,Hombres,Formación general  formación básica de adultos y habilidades personales,De 16 a 24 años,2016,1602.4
602,Hombres,Formación general  formación básica de adultos y habilidades personales,De 25 a 34 años,2022,1098.3
603,Hombres,Formación general  formación básica de adultos y habilidades personales,De 25 a 34 años,2021,1133.4
604,Hombres,Formación general  formación básica de adultos y habilidades personales,De 25 a 34 años,2020,1173.1
605,Hombres,Formación general  formación básica de adultos y habilidades personales,De 25 a 34 años,2019,1147.1
606,Hombres,Formación general  formación básica de adultos y habilidades personales,De 25 a 34 años,2018,1234.1
607,Hombres,Formación general  formación básica de adultos y habilidades personales,De 25 a 34 años,2017,1288.8
608,Hombres,Formación general  formación básica de adultos y habilidades personales,De 25 a 34 años,2016,1357.8
609,Hombres,Formación general  formación básica de adultos y habilidades personales,De 35 a 44 años,2022,1538.3
610,Hombres,Formación general  formación básica de adultos y habilidades personales,De 35 a 44 años,2021,1614.8
611,Hombres,Formación general  formación básica de adultos y habilidades personales,De 35 a 44 años,2020,1749.6
612,Hombres,Formación general  formación básica de adultos y habilidades personales,De 35 a 44 años,2019,1811.9
613,Hombres,Formación general  formación básica de adultos y habilidades personales,De 35 a 44 años,2018,1790.8
614,Hombres,Formación general  formación básica de adultos y habilidades personales,De 35 a 44 años,2017,1904.9
615,Hombres,Formación general  formación básica de adultos y habilidades personales,De 35 a 44 años,2016,1937.0
616,Hombres,Formación general  formación básica de adultos y habilidades personales,De 45 a 54 años,2022,1976.9
617,Hombres,Formación general  formación básica de adultos y habilidades personales,De 45 a 54 años,2021,1951.7
618,Hombres,Formación general  formación básica de adultos y habilidades personales,De 45 a 54 años,2020,1989.8
619,Hombres,Formación general  formación básica de adultos y habilidades personales,De 45 a 54 años,2019,2051.5
620,Hombres,Formación general  formación básica de adultos y habilidades personales,De 45 a 54 años,2018,2057.4
621,Hombres,Formación general  formación básica de adultos y habilidades personales,De 45 a 54 años,2017,2053.2
622,Hombres,Formación general  formación básica de adultos y habilidades personales,De 45 a 54 años,2016,2117.0
623,Hombres,Formación general  formación básica de adultos y habilidades personales,55 y más años,2022,4847.2
624,Hombres,Formación general  formación básica de adultos y habilidades personales,55 y más años,2021,4733.0
625,Hombres,Formación general  formación básica de adultos y habilidades personales,55 y más años,2020,4813.4
626,Hombres,Formación general  formación básica de adultos y habilidades personales,55 y más años,2019,4812.8
627,Hombres,Formación general  formación básica de adultos y habilidades personales,55 y más años,2018,4761.2
628,Hombres,Formación general  formación básica de adultos y habilidades personales,55 y más años,2017,4710.8
629,Hombres,Formación general  formación básica de adultos y habilidades personales,55 y más años,2016,4700.6
630,Hombres,Educación,Total,2022,402.7
631,Hombres,Educación,Total,2021,375.8
632,Hombres,Educación,Total,2020,336.0
633,Hombres,Educación,Total,2019,388.0
634,Hombres,Educación,Total,2018,316.1
635,Hombres,Educación,Total,2017,288.7
636,Hombres,Educación,Total,2016,300.2
637,Hombres,Educación,De 16 a 24 años,2022,26.9
638,Hombres,Educación,De 16 a 24 años,2021,24.1
639,Hombres,Educación,De 16 a 24 años,2020,19.4
640,Hombres,Educación,De 16 a 24 años,2019,22.3
641,Hombres,Educación,De 16 a 24 años,2018,17.5
642,Hombres,Educación,De 16 a 24 años,2017,15.4
643,Hombres,Educación,De 16 a 24 años,2016,16.9
644,Hombres,Educación,De 25 a 34 años,2022,81.9
645,Hombres,Educación,De 25 a 34 años,2021,89.8
646,Hombres,Educación,De 25 a 34 años,2020,74.1
647,Hombres,Educación,De 25 a 34 años,2019,71.0
648,Hombres,Educación,De 25 a 34 años,2018,65.5
649,Hombres,Educación,De 25 a 34 años,2017,70.0
650,Hombres,Educación,De 25 a 34 años,2016,59.2
651,Hombres,Educación,De 35 a 44 años,2022,79.9
652,Hombres,Educación,De 35 a 44 años,2021,82.9
653,Hombres,Educación,De 35 a 44 años,2020,65.3
654,Hombres,Educación,De 35 a 44 años,2019,82.4
655,Hombres,Educación,De 35 a 44 años,2018,78.1
656,Hombres,Educación,De 35 a 44 años,2017,60.0
657,Hombres,Educación,De 35 a 44 años,2016,71.9
658,Hombres,Educación,De 45 a 54 años,2022,59.2
659,Hombres,Educación,De 45 a 54 años,2021,50.1
660,Hombres,Educación,De 45 a 54 años,2020,53.9
661,Hombres,Educación,De 45 a 54 años,2019,64.1
662,Hombres,Educación,De 45 a 54 años,2018,42.7
663,Hombres,Educación,De 45 a 54 años,2017,42.7
664,Hombres,Educación,De 45 a 54 años,2016,43.4
665,Hombres,Educación,55 y más años,2022,154.8
666,Hombres,Educación,55 y más años,2021,128.8
667,Hombres,Educación,55 y más años,2020,123.2
668,Hombres,Educación,55 y más años,2019,148.3
669,Hombres,Educación,55 y más años,2018,112.2
670,Hombres,Educación,55 y más años,2017,100.7
671,Hombres,Educación,55 y más años,2016,108.8
672,Hombres,Artes  humanidades y lenguas,Total,2022,468.8
673,Hombres,Artes  humanidades y lenguas,Total,2021,477.5
674,Hombres,Artes  humanidades y lenguas,Total,2020,453.4
675,Hombres,Artes  humanidades y lenguas,Total,2019,443.5
676,Hombres,Artes  humanidades y lenguas,Total,2018,421.3
677,Hombres,Artes  humanidades y lenguas,Total,2017,447.4
678,Hombres,Artes  humanidades y lenguas,Total,2016,396.4
679,Hombres,Artes  humanidades y lenguas,De 16 a 24 años,2022,30.8
680,Hombres,Artes  humanidades y lenguas,De 16 a 24 años,2021,25.6
681,Hombres,Artes  humanidades y lenguas,De 16 a 24 años,2020,32.6
682,Hombres,Artes  humanidades y lenguas,De 16 a 24 años,2019,28.6
683,Hombres,Artes  humanidades y lenguas,De 16 a 24 años,2018,24.3
684,Hombres,Artes  humanidades y lenguas,De 16 a 24 años,2017,26.6
685,Hombres,Artes  humanidades y lenguas,De 16 a 24 años,2016,21.4
686,Hombres,Artes  humanidades y lenguas,De 25 a 34 años,2022,81.3
687,Hombres,Artes  humanidades y lenguas,De 25 a 34 años,2021,99.5
688,Hombres,Artes  humanidades y lenguas,De 25 a 34 años,2020,86.3
689,Hombres,Artes  humanidades y lenguas,De 25 a 34 años,2019,87.8
690,Hombres,Artes  humanidades y lenguas,De 25 a 34 años,2018,86.8
691,Hombres,Artes  humanidades y lenguas,De 25 a 34 años,2017,80.1
692,Hombres,Artes  humanidades y lenguas,De 25 a 34 años,2016,68.4
693,Hombres,Artes  humanidades y lenguas,De 35 a 44 años,2022,90.6
694,Hombres,Artes  humanidades y lenguas,De 35 a 44 años,2021,94.1
695,Hombres,Artes  humanidades y lenguas,De 35 a 44 años,2020,94.3
696,Hombres,Artes  humanidades y lenguas,De 35 a 44 años,2019,112.8
697,Hombres,Artes  humanidades y lenguas,De 35 a 44 años,2018,100.9
698,Hombres,Artes  humanidades y lenguas,De 35 a 44 años,2017,106.9
699,Hombres,Artes  humanidades y lenguas,De 35 a 44 años,2016,108.9
700,Hombres,Artes  humanidades y lenguas,De 45 a 54 años,2022,99.0
701,Hombres,Artes  humanidades y lenguas,De 45 a 54 años,2021,105.3
702,Hombres,Artes  humanidades y lenguas,De 45 a 54 años,2020,84.6
703,Hombres,Artes  humanidades y lenguas,De 45 a 54 años,2019,82.4
704,Hombres,Artes  humanidades y lenguas,De 45 a 54 años,2018,91.4
705,Hombres,Artes  humanidades y lenguas,De 45 a 54 años,2017,119.7
706,Hombres,Artes  humanidades y lenguas,De 45 a 54 años,2016,95.0
707,Hombres,Artes  humanidades y lenguas,55 y más años,2022,167.0
708,Hombres,Artes  humanidades y lenguas,55 y más años,2021,153.0
709,Hombres,Artes  humanidades y lenguas,55 y más años,2020,155.7
710,Hombres,Artes  humanidades y lenguas,55 y más años,2019,131.9
711,Hombres,Artes  humanidades y lenguas,55 y más años,2018,118.0
712,Hombres,Artes  humanidades y lenguas,55 y más años,2017,114.2
713,Hombres,Artes  humanidades y lenguas,55 y más años,2016,102.6
714,Hombres,Ciencias sociales  periodismo y documentación,Total,2022,264.1
715,Hombres,Ciencias sociales  periodismo y documentación,Total,2021,232.8
716,Hombres,Ciencias sociales  periodismo y documentación,Total,2020,238.6
717,Hombres,Ciencias sociales  periodismo y documentación,Total,2019,216.5
718,Hombres,Ciencias sociales  periodismo y documentación,Total,2018,219.5
719,Hombres,Ciencias sociales  periodismo y documentación,Total,2017,207.9
720,Hombres,Ciencias sociales  periodismo y documentación,Total,2016,222.1
721,Hombres,Ciencias sociales  periodismo y documentación,De 16 a 24 años,2022,7.3
722,Hombres,Ciencias sociales  periodismo y documentación,De 16 a 24 años,2021,8.5
723,Hombres,Ciencias sociales  periodismo y documentación,De 16 a 24 años,2020,8.6
724,Hombres,Ciencias sociales  periodismo y documentación,De 16 a 24 años,2019,7.1
725,Hombres,Ciencias sociales  periodismo y documentación,De 16 a 24 años,2018,7.2
726,Hombres,Ciencias sociales  periodismo y documentación,De 16 a 24 años,2017,9.5
727,Hombres,Ciencias sociales  periodismo y documentación,De 16 a 24 años,2016,13.6
