,sexo,comunidades_y_ciudades_autónomas,rama_de_actividad_-_cnae_2009,periodo,total
2480,Ambos sexos,Extremadura,"Artisticas, labores domesticas",2023,26.2
2481,Ambos sexos,Extremadura,"Artisticas, labores domesticas",2022,23.6
2482,Ambos sexos,Extremadura,"Artisticas, labores domesticas",2021,21.1
2483,Ambos sexos,Extremadura,"Artisticas, labores domesticas",2020,18.4
2484,Ambos sexos,Extremadura,"Artisticas, labores domesticas",2019,20.4
2485,Ambos sexos,Extremadura,"Artisticas, labores domesticas",2018,21.8
2486,Ambos sexos,Extremadura,"Artisticas, labores domesticas",2017,23.1
2487,Ambos sexos,Extremadura,"Artisticas, labores domesticas",2016,21.2
2488,Ambos sexos,Extremadura,"Artisticas, labores domesticas",2015,20.7
2489,Ambos sexos,Extremadura,"Artisticas, labores domesticas",2014,19.4
2490,Ambos sexos,Extremadura,"Artisticas, labores domesticas",2013,21.5
2491,Ambos sexos,Extremadura,"Artisticas, labores domesticas",2012,19.8
2492,Ambos sexos,Extremadura,"Artisticas, labores domesticas",2011,22.3
2493,Ambos sexos,Extremadura,"Artisticas, labores domesticas",2010,21.5
2494,Ambos sexos,Extremadura,"Artisticas, labores domesticas",2009,20.4
2495,Ambos sexos,Extremadura,"Artisticas, labores domesticas",2008,21.4
2496,Ambos sexos,Galicia,Total,2023,1129.3
2497,Ambos sexos,Galicia,Total,2022,1103.7
2498,Ambos sexos,Galicia,Total,2021,1085.1
2499,Ambos sexos,Galicia,Total,2020,1074.2
2500,Ambos sexos,Galicia,Total,2019,1095.2
2501,Ambos sexos,Galicia,Total,2018,1077.6
2502,Ambos sexos,Galicia,Total,2017,1052.7
2503,Ambos sexos,Galicia,Total,2016,1040.6
2504,Ambos sexos,Galicia,Total,2015,1017.2
2505,Ambos sexos,Galicia,Total,2014,998
2506,Ambos sexos,Galicia,Total,2013,1006.4
2507,Ambos sexos,Galicia,Total,2012,1047.2
2508,Ambos sexos,Galicia,Total,2011,1089.3
2509,Ambos sexos,Galicia,Total,2010,1104.5
2510,Ambos sexos,Galicia,Total,2009,1155.4
2511,Ambos sexos,Galicia,Total,2008,1201.2
2512,Ambos sexos,Galicia,Agricultura,2023,70.5
2513,Ambos sexos,Galicia,Agricultura,2022,66.6
2514,Ambos sexos,Galicia,Agricultura,2021,67.3
2515,Ambos sexos,Galicia,Agricultura,2020,69.1
2516,Ambos sexos,Galicia,Agricultura,2019,66.7
2517,Ambos sexos,Galicia,Agricultura,2018,68
2518,Ambos sexos,Galicia,Agricultura,2017,75.2
2519,Ambos sexos,Galicia,Agricultura,2016,71.4
2520,Ambos sexos,Galicia,Agricultura,2015,63.7
2521,Ambos sexos,Galicia,Agricultura,2014,66.1
2522,Ambos sexos,Galicia,Agricultura,2013,74.4
2523,Ambos sexos,Galicia,Agricultura,2012,79.5
2524,Ambos sexos,Galicia,Agricultura,2011,83.5
2525,Ambos sexos,Galicia,Agricultura,2010,88.2
2526,Ambos sexos,Galicia,Agricultura,2009,94.8
2527,Ambos sexos,Galicia,Agricultura,2008,96.5
2528,Ambos sexos,Galicia,Industria general,2023,168.1
2529,Ambos sexos,Galicia,Industria general,2022,167.4
2530,Ambos sexos,Galicia,Industria general,2021,170.7
2531,Ambos sexos,Galicia,Industria general,2020,182.4
2532,Ambos sexos,Galicia,Industria general,2019,179.4
2533,Ambos sexos,Galicia,Industria general,2018,169
2534,Ambos sexos,Galicia,Industria general,2017,171.2
2535,Ambos sexos,Galicia,Industria general,2016,161.9
2536,Ambos sexos,Galicia,Industria general,2015,159.5
2537,Ambos sexos,Galicia,Industria general,2014,154
2538,Ambos sexos,Galicia,Industria general,2013,153.3
2539,Ambos sexos,Galicia,Industria general,2012,164.9
2540,Ambos sexos,Galicia,Industria general,2011,176.4
2541,Ambos sexos,Galicia,Industria general,2010,172.7
2542,Ambos sexos,Galicia,Industria general,2009,195.7
2543,Ambos sexos,Galicia,Industria general,2008,215
2544,Ambos sexos,Galicia,Industrias extractivas,2023,10.6
2545,Ambos sexos,Galicia,Industrias extractivas,2022,10.7
2546,Ambos sexos,Galicia,Industrias extractivas,2021,15.4
2547,Ambos sexos,Galicia,Industrias extractivas,2020,16.7
2548,Ambos sexos,Galicia,Industrias extractivas,2019,14.6
2549,Ambos sexos,Galicia,Industrias extractivas,2018,14.7
2550,Ambos sexos,Galicia,Industrias extractivas,2017,16.5
2551,Ambos sexos,Galicia,Industrias extractivas,2016,14.6
2552,Ambos sexos,Galicia,Industrias extractivas,2015,14.7
2553,Ambos sexos,Galicia,Industrias extractivas,2014,13.1
2554,Ambos sexos,Galicia,Industrias extractivas,2013,13.5
2555,Ambos sexos,Galicia,Industrias extractivas,2012,15.7
2556,Ambos sexos,Galicia,Industrias extractivas,2011,16
2557,Ambos sexos,Galicia,Industrias extractivas,2010,15.3
2558,Ambos sexos,Galicia,Industrias extractivas,2009,17.9
2559,Ambos sexos,Galicia,Industrias extractivas,2008,20.2
2560,Ambos sexos,Galicia,Industria manufacturera,2023,157.5
2561,Ambos sexos,Galicia,Industria manufacturera,2022,156.7
2562,Ambos sexos,Galicia,Industria manufacturera,2021,155.3
2563,Ambos sexos,Galicia,Industria manufacturera,2020,165.7
2564,Ambos sexos,Galicia,Industria manufacturera,2019,164.8
2565,Ambos sexos,Galicia,Industria manufacturera,2018,154.3
2566,Ambos sexos,Galicia,Industria manufacturera,2017,154.6
2567,Ambos sexos,Galicia,Industria manufacturera,2016,147.2
2568,Ambos sexos,Galicia,Industria manufacturera,2015,144.8
2569,Ambos sexos,Galicia,Industria manufacturera,2014,141
2570,Ambos sexos,Galicia,Industria manufacturera,2013,139.8
2571,Ambos sexos,Galicia,Industria manufacturera,2012,149.2
2572,Ambos sexos,Galicia,Industria manufacturera,2011,160.4
2573,Ambos sexos,Galicia,Industria manufacturera,2010,157.4
2574,Ambos sexos,Galicia,Industria manufacturera,2009,177.8
2575,Ambos sexos,Galicia,Industria manufacturera,2008,194.9
2576,Ambos sexos,Galicia,Construcción,2023,76.2
2577,Ambos sexos,Galicia,Construcción,2022,73.6
2578,Ambos sexos,Galicia,Construcción,2021,72.7
2579,Ambos sexos,Galicia,Construcción,2020,75.1
2580,Ambos sexos,Galicia,Construcción,2019,70.1
2581,Ambos sexos,Galicia,Construcción,2018,67.3
2582,Ambos sexos,Galicia,Construcción,2017,66.6
2583,Ambos sexos,Galicia,Construcción,2016,71.8
2584,Ambos sexos,Galicia,Construcción,2015,73.6
2585,Ambos sexos,Galicia,Construcción,2014,67.1
2586,Ambos sexos,Galicia,Construcción,2013,69.3
2587,Ambos sexos,Galicia,Construcción,2012,79.3
2588,Ambos sexos,Galicia,Construcción,2011,91.3
2589,Ambos sexos,Galicia,Construcción,2010,104.9
2590,Ambos sexos,Galicia,Construcción,2009,116.3
2591,Ambos sexos,Galicia,Construcción,2008,134.2
2592,Ambos sexos,Galicia,"Comercio, logistica y hosteleria",2023,309
2593,Ambos sexos,Galicia,"Comercio, logistica y hosteleria",2022,300.9
2594,Ambos sexos,Galicia,"Comercio, logistica y hosteleria",2021,285.3
2595,Ambos sexos,Galicia,"Comercio, logistica y hosteleria",2020,280
2596,Ambos sexos,Galicia,"Comercio, logistica y hosteleria",2019,300.2
2597,Ambos sexos,Galicia,"Comercio, logistica y hosteleria",2018,310.1
2598,Ambos sexos,Galicia,"Comercio, logistica y hosteleria",2017,296.8
2599,Ambos sexos,Galicia,"Comercio, logistica y hosteleria",2016,286.6
2600,Ambos sexos,Galicia,"Comercio, logistica y hosteleria",2015,280.3
2601,Ambos sexos,Galicia,"Comercio, logistica y hosteleria",2014,280.3
2602,Ambos sexos,Galicia,"Comercio, logistica y hosteleria",2013,288.6
2603,Ambos sexos,Galicia,"Comercio, logistica y hosteleria",2012,290.6
2604,Ambos sexos,Galicia,"Comercio, logistica y hosteleria",2011,297.1
2605,Ambos sexos,Galicia,"Comercio, logistica y hosteleria",2010,298.6
2606,Ambos sexos,Galicia,"Comercio, logistica y hosteleria",2009,305.3
2607,Ambos sexos,Galicia,"Comercio, logistica y hosteleria",2008,315.4
2608,Ambos sexos,Galicia,Informacion y telecomunicaciones,2023,31.2
2609,Ambos sexos,Galicia,Informacion y telecomunicaciones,2022,33.9
2610,Ambos sexos,Galicia,Informacion y telecomunicaciones,2021,29
2611,Ambos sexos,Galicia,Informacion y telecomunicaciones,2020,25.8
2612,Ambos sexos,Galicia,Informacion y telecomunicaciones,2019,28
2613,Ambos sexos,Galicia,Informacion y telecomunicaciones,2018,26.8
2614,Ambos sexos,Galicia,Informacion y telecomunicaciones,2017,24.7
2615,Ambos sexos,Galicia,Informacion y telecomunicaciones,2016,24.2
2616,Ambos sexos,Galicia,Informacion y telecomunicaciones,2015,21.3
2617,Ambos sexos,Galicia,Informacion y telecomunicaciones,2014,22.1
2618,Ambos sexos,Galicia,Informacion y telecomunicaciones,2013,24.3
2619,Ambos sexos,Galicia,Informacion y telecomunicaciones,2012,20
2620,Ambos sexos,Galicia,Informacion y telecomunicaciones,2011,18.9
2621,Ambos sexos,Galicia,Informacion y telecomunicaciones,2010,20.2
2622,Ambos sexos,Galicia,Informacion y telecomunicaciones,2009,22
2623,Ambos sexos,Galicia,Informacion y telecomunicaciones,2008,23.2
2624,Ambos sexos,Galicia,Finanzas y seguros,2023,19.6
2625,Ambos sexos,Galicia,Finanzas y seguros,2022,19.6
2626,Ambos sexos,Galicia,Finanzas y seguros,2021,21.9
2627,Ambos sexos,Galicia,Finanzas y seguros,2020,19.3
2628,Ambos sexos,Galicia,Finanzas y seguros,2019,18.6
2629,Ambos sexos,Galicia,Finanzas y seguros,2018,19.1
2630,Ambos sexos,Galicia,Finanzas y seguros,2017,18.6
2631,Ambos sexos,Galicia,Finanzas y seguros,2016,18.4
2632,Ambos sexos,Galicia,Finanzas y seguros,2015,17.3
2633,Ambos sexos,Galicia,Finanzas y seguros,2014,19.4
2634,Ambos sexos,Galicia,Finanzas y seguros,2013,21.3
2635,Ambos sexos,Galicia,Finanzas y seguros,2012,20.3
2636,Ambos sexos,Galicia,Finanzas y seguros,2011,21.2
2637,Ambos sexos,Galicia,Finanzas y seguros,2010,23.3
2638,Ambos sexos,Galicia,Finanzas y seguros,2009,25.5
2639,Ambos sexos,Galicia,Finanzas y seguros,2008,25.7
2640,Ambos sexos,Galicia,Inmobiliarias,2023,4.2
2641,Ambos sexos,Galicia,Inmobiliarias,2022,5.9
2642,Ambos sexos,Galicia,Inmobiliarias,2021,4.9
2643,Ambos sexos,Galicia,Inmobiliarias,2020,3.2
2644,Ambos sexos,Galicia,Inmobiliarias,2019,3.8
2645,Ambos sexos,Galicia,Inmobiliarias,2018,4.2
2646,Ambos sexos,Galicia,Inmobiliarias,2017,3.1
2647,Ambos sexos,Galicia,Inmobiliarias,2016,3
2648,Ambos sexos,Galicia,Inmobiliarias,2015,3.5
2649,Ambos sexos,Galicia,Inmobiliarias,2014,3.5
2650,Ambos sexos,Galicia,Inmobiliarias,2013,3
2651,Ambos sexos,Galicia,Inmobiliarias,2012,3.1
2652,Ambos sexos,Galicia,Inmobiliarias,2011,3.4
2653,Ambos sexos,Galicia,Inmobiliarias,2010,2.5
2654,Ambos sexos,Galicia,Inmobiliarias,2009,2.6
2655,Ambos sexos,Galicia,Inmobiliarias,2008,4
2656,Ambos sexos,Galicia,"Actividades cientificas, administrativas y axuliares",2023,112
2657,Ambos sexos,Galicia,"Actividades cientificas, administrativas y axuliares",2022,106.6
2658,Ambos sexos,Galicia,"Actividades cientificas, administrativas y axuliares",2021,102.3
2659,Ambos sexos,Galicia,"Actividades cientificas, administrativas y axuliares",2020,95.8
2660,Ambos sexos,Galicia,"Actividades cientificas, administrativas y axuliares",2019,101.9
2661,Ambos sexos,Galicia,"Actividades cientificas, administrativas y axuliares",2018,96.2
2662,Ambos sexos,Galicia,"Actividades cientificas, administrativas y axuliares",2017,86.3
2663,Ambos sexos,Galicia,"Actividades cientificas, administrativas y axuliares",2016,86.2
2664,Ambos sexos,Galicia,"Actividades cientificas, administrativas y axuliares",2015,84.6
2665,Ambos sexos,Galicia,"Actividades cientificas, administrativas y axuliares",2014,84.1
2666,Ambos sexos,Galicia,"Actividades cientificas, administrativas y axuliares",2013,78
2667,Ambos sexos,Galicia,"Actividades cientificas, administrativas y axuliares",2012,81.4
2668,Ambos sexos,Galicia,"Actividades cientificas, administrativas y axuliares",2011,86.1
2669,Ambos sexos,Galicia,"Actividades cientificas, administrativas y axuliares",2010,85
2670,Ambos sexos,Galicia,"Actividades cientificas, administrativas y axuliares",2009,87.2
2671,Ambos sexos,Galicia,"Actividades cientificas, administrativas y axuliares",2008,81.3
2672,Ambos sexos,Galicia,"Admin.Publica, educacion y sanitarias",2023,254.2
2673,Ambos sexos,Galicia,"Admin.Publica, educacion y sanitarias",2022,250.4
2674,Ambos sexos,Galicia,"Admin.Publica, educacion y sanitarias",2021,252.3
2675,Ambos sexos,Galicia,"Admin.Publica, educacion y sanitarias",2020,247.6
2676,Ambos sexos,Galicia,"Admin.Publica, educacion y sanitarias",2019,244.5
2677,Ambos sexos,Galicia,"Admin.Publica, educacion y sanitarias",2018,241.6
2678,Ambos sexos,Galicia,"Admin.Publica, educacion y sanitarias",2017,232.5
2679,Ambos sexos,Galicia,"Admin.Publica, educacion y sanitarias",2016,235.4
2680,Ambos sexos,Galicia,"Admin.Publica, educacion y sanitarias",2015,232.1
2681,Ambos sexos,Galicia,"Admin.Publica, educacion y sanitarias",2014,224.5
2682,Ambos sexos,Galicia,"Admin.Publica, educacion y sanitarias",2013,214.2
2683,Ambos sexos,Galicia,"Admin.Publica, educacion y sanitarias",2012,227.8
2684,Ambos sexos,Galicia,"Admin.Publica, educacion y sanitarias",2011,235.1
2685,Ambos sexos,Galicia,"Admin.Publica, educacion y sanitarias",2010,225.3
2686,Ambos sexos,Galicia,"Admin.Publica, educacion y sanitarias",2009,222.9
2687,Ambos sexos,Galicia,"Admin.Publica, educacion y sanitarias",2008,226.7
2688,Ambos sexos,Galicia,"Artisticas, labores domesticas",2023,84.4
2689,Ambos sexos,Galicia,"Artisticas, labores domesticas",2022,78.8
2690,Ambos sexos,Galicia,"Artisticas, labores domesticas",2021,78.6
2691,Ambos sexos,Galicia,"Artisticas, labores domesticas",2020,76
2692,Ambos sexos,Galicia,"Artisticas, labores domesticas",2019,81.8
2693,Ambos sexos,Galicia,"Artisticas, labores domesticas",2018,75.4
2694,Ambos sexos,Galicia,"Artisticas, labores domesticas",2017,77.7
2695,Ambos sexos,Galicia,"Artisticas, labores domesticas",2016,81.7
2696,Ambos sexos,Galicia,"Artisticas, labores domesticas",2015,81.4
2697,Ambos sexos,Galicia,"Artisticas, labores domesticas",2014,76.7
2698,Ambos sexos,Galicia,"Artisticas, labores domesticas",2013,80
2699,Ambos sexos,Galicia,"Artisticas, labores domesticas",2012,80.2
2700,Ambos sexos,Galicia,"Artisticas, labores domesticas",2011,76.4
2701,Ambos sexos,Galicia,"Artisticas, labores domesticas",2010,83.8
2702,Ambos sexos,Galicia,"Artisticas, labores domesticas",2009,83.1
2703,Ambos sexos,Galicia,"Artisticas, labores domesticas",2008,79.1
2704,Ambos sexos,Madrid,Total,2023,3291.3
2705,Ambos sexos,Madrid,Total,2022,3190.1
2706,Ambos sexos,Madrid,Total,2021,3134.2
2707,Ambos sexos,Madrid,Total,2020,3045.6
2708,Ambos sexos,Madrid,Total,2019,3098.9
2709,Ambos sexos,Madrid,Total,2018,2990.9
2710,Ambos sexos,Madrid,Total,2017,2907.1
2711,Ambos sexos,Madrid,Total,2016,2835.4
2712,Ambos sexos,Madrid,Total,2015,2811.7
2713,Ambos sexos,Madrid,Total,2014,2714.9
2714,Ambos sexos,Madrid,Total,2013,2718.1
2715,Ambos sexos,Madrid,Total,2012,2819
2716,Ambos sexos,Madrid,Total,2011,2890.8
2717,Ambos sexos,Madrid,Total,2010,2940.5
2718,Ambos sexos,Madrid,Total,2009,2988.7
2719,Ambos sexos,Madrid,Total,2008,3131.7
2720,Ambos sexos,Madrid,Agricultura,2023,10.7
2721,Ambos sexos,Madrid,Agricultura,2022,10.4
2722,Ambos sexos,Madrid,Agricultura,2021,5.3
2723,Ambos sexos,Madrid,Agricultura,2020,2.6
2724,Ambos sexos,Madrid,Agricultura,2019,6.1
2725,Ambos sexos,Madrid,Agricultura,2018,6
2726,Ambos sexos,Madrid,Agricultura,2017,3.6
2727,Ambos sexos,Madrid,Agricultura,2016,7.5
2728,Ambos sexos,Madrid,Agricultura,2015,5.4
2729,Ambos sexos,Madrid,Agricultura,2014,12.3
2730,Ambos sexos,Madrid,Agricultura,2013,11.4
2731,Ambos sexos,Madrid,Agricultura,2012,8.3
2732,Ambos sexos,Madrid,Agricultura,2011,5.6
2733,Ambos sexos,Madrid,Agricultura,2010,6.6
2734,Ambos sexos,Madrid,Agricultura,2009,12.8
2735,Ambos sexos,Madrid,Agricultura,2008,18.1
2736,Ambos sexos,Madrid,Industria general,2023,305.9
2737,Ambos sexos,Madrid,Industria general,2022,303.4
2738,Ambos sexos,Madrid,Industria general,2021,271
2739,Ambos sexos,Madrid,Industria general,2020,266.8
2740,Ambos sexos,Madrid,Industria general,2019,276.6
2741,Ambos sexos,Madrid,Industria general,2018,257.1
2742,Ambos sexos,Madrid,Industria general,2017,256.8
2743,Ambos sexos,Madrid,Industria general,2016,233.8
2744,Ambos sexos,Madrid,Industria general,2015,256.1
2745,Ambos sexos,Madrid,Industria general,2014,242.2
2746,Ambos sexos,Madrid,Industria general,2013,251.8
2747,Ambos sexos,Madrid,Industria general,2012,271.1
2748,Ambos sexos,Madrid,Industria general,2011,273.9
2749,Ambos sexos,Madrid,Industria general,2010,270.9
2750,Ambos sexos,Madrid,Industria general,2009,284.5
2751,Ambos sexos,Madrid,Industria general,2008,325.1
2752,Ambos sexos,Madrid,Industrias extractivas,2023,39.9
2753,Ambos sexos,Madrid,Industrias extractivas,2022,37.5
2754,Ambos sexos,Madrid,Industrias extractivas,2021,38.5
2755,Ambos sexos,Madrid,Industrias extractivas,2020,41.5
2756,Ambos sexos,Madrid,Industrias extractivas,2019,46
2757,Ambos sexos,Madrid,Industrias extractivas,2018,42.3
2758,Ambos sexos,Madrid,Industrias extractivas,2017,39.3
2759,Ambos sexos,Madrid,Industrias extractivas,2016,37.8
2760,Ambos sexos,Madrid,Industrias extractivas,2015,42.7
2761,Ambos sexos,Madrid,Industrias extractivas,2014,41.6
2762,Ambos sexos,Madrid,Industrias extractivas,2013,35
2763,Ambos sexos,Madrid,Industrias extractivas,2012,38.2
2764,Ambos sexos,Madrid,Industrias extractivas,2011,36.4
2765,Ambos sexos,Madrid,Industrias extractivas,2010,39.1
2766,Ambos sexos,Madrid,Industrias extractivas,2009,41.5
2767,Ambos sexos,Madrid,Industrias extractivas,2008,32.6
2768,Ambos sexos,Madrid,Industria manufacturera,2023,266
2769,Ambos sexos,Madrid,Industria manufacturera,2022,265.9
2770,Ambos sexos,Madrid,Industria manufacturera,2021,232.5
2771,Ambos sexos,Madrid,Industria manufacturera,2020,225.2
2772,Ambos sexos,Madrid,Industria manufacturera,2019,230.6
2773,Ambos sexos,Madrid,Industria manufacturera,2018,214.8
2774,Ambos sexos,Madrid,Industria manufacturera,2017,217.5
2775,Ambos sexos,Madrid,Industria manufacturera,2016,196.1
2776,Ambos sexos,Madrid,Industria manufacturera,2015,213.4
2777,Ambos sexos,Madrid,Industria manufacturera,2014,200.7
2778,Ambos sexos,Madrid,Industria manufacturera,2013,216.8
2779,Ambos sexos,Madrid,Industria manufacturera,2012,232.9
2780,Ambos sexos,Madrid,Industria manufacturera,2011,237.5
2781,Ambos sexos,Madrid,Industria manufacturera,2010,231.8
2782,Ambos sexos,Madrid,Industria manufacturera,2009,242.9
2783,Ambos sexos,Madrid,Industria manufacturera,2008,292.5
2784,Ambos sexos,Madrid,Construcción,2023,189.9
2785,Ambos sexos,Madrid,Construcción,2022,179.1
2786,Ambos sexos,Madrid,Construcción,2021,180.7
2787,Ambos sexos,Madrid,Construcción,2020,189.5
2788,Ambos sexos,Madrid,Construcción,2019,196.8
2789,Ambos sexos,Madrid,Construcción,2018,175.8
2790,Ambos sexos,Madrid,Construcción,2017,147.9
2791,Ambos sexos,Madrid,Construcción,2016,137.6
2792,Ambos sexos,Madrid,Construcción,2015,153.3
2793,Ambos sexos,Madrid,Construcción,2014,135.4
2794,Ambos sexos,Madrid,Construcción,2013,137.1
2795,Ambos sexos,Madrid,Construcción,2012,138.6
2796,Ambos sexos,Madrid,Construcción,2011,177.4
2797,Ambos sexos,Madrid,Construcción,2010,201.9
2798,Ambos sexos,Madrid,Construcción,2009,249.7
2799,Ambos sexos,Madrid,Construcción,2008,313.8
2800,Ambos sexos,Madrid,"Comercio, logistica y hosteleria",2023,838
2801,Ambos sexos,Madrid,"Comercio, logistica y hosteleria",2022,780.6
2802,Ambos sexos,Madrid,"Comercio, logistica y hosteleria",2021,773.4
2803,Ambos sexos,Madrid,"Comercio, logistica y hosteleria",2020,763
2804,Ambos sexos,Madrid,"Comercio, logistica y hosteleria",2019,806.5
2805,Ambos sexos,Madrid,"Comercio, logistica y hosteleria",2018,780.2
2806,Ambos sexos,Madrid,"Comercio, logistica y hosteleria",2017,758
2807,Ambos sexos,Madrid,"Comercio, logistica y hosteleria",2016,770.1
2808,Ambos sexos,Madrid,"Comercio, logistica y hosteleria",2015,744.8
2809,Ambos sexos,Madrid,"Comercio, logistica y hosteleria",2014,707.5
2810,Ambos sexos,Madrid,"Comercio, logistica y hosteleria",2013,706.4
2811,Ambos sexos,Madrid,"Comercio, logistica y hosteleria",2012,689.4
2812,Ambos sexos,Madrid,"Comercio, logistica y hosteleria",2011,726.7
2813,Ambos sexos,Madrid,"Comercio, logistica y hosteleria",2010,781.3
2814,Ambos sexos,Madrid,"Comercio, logistica y hosteleria",2009,778.1
2815,Ambos sexos,Madrid,"Comercio, logistica y hosteleria",2008,794.8
2816,Ambos sexos,Madrid,Informacion y telecomunicaciones,2023,228.8
2817,Ambos sexos,Madrid,Informacion y telecomunicaciones,2022,248.2
2818,Ambos sexos,Madrid,Informacion y telecomunicaciones,2021,227.5
2819,Ambos sexos,Madrid,Informacion y telecomunicaciones,2020,216.6
2820,Ambos sexos,Madrid,Informacion y telecomunicaciones,2019,226
2821,Ambos sexos,Madrid,Informacion y telecomunicaciones,2018,215.9
2822,Ambos sexos,Madrid,Informacion y telecomunicaciones,2017,229.1
2823,Ambos sexos,Madrid,Informacion y telecomunicaciones,2016,223.6
2824,Ambos sexos,Madrid,Informacion y telecomunicaciones,2015,219.2
2825,Ambos sexos,Madrid,Informacion y telecomunicaciones,2014,201
2826,Ambos sexos,Madrid,Informacion y telecomunicaciones,2013,208.7
2827,Ambos sexos,Madrid,Informacion y telecomunicaciones,2012,218.4
2828,Ambos sexos,Madrid,Informacion y telecomunicaciones,2011,207.2
2829,Ambos sexos,Madrid,Informacion y telecomunicaciones,2010,193
2830,Ambos sexos,Madrid,Informacion y telecomunicaciones,2009,198.5
2831,Ambos sexos,Madrid,Informacion y telecomunicaciones,2008,232.9
2832,Ambos sexos,Madrid,Finanzas y seguros,2023,158.7
2833,Ambos sexos,Madrid,Finanzas y seguros,2022,162.6
2834,Ambos sexos,Madrid,Finanzas y seguros,2021,170.7
2835,Ambos sexos,Madrid,Finanzas y seguros,2020,150.1
2836,Ambos sexos,Madrid,Finanzas y seguros,2019,141.3
2837,Ambos sexos,Madrid,Finanzas y seguros,2018,144.9
2838,Ambos sexos,Madrid,Finanzas y seguros,2017,150.7
2839,Ambos sexos,Madrid,Finanzas y seguros,2016,144.2
2840,Ambos sexos,Madrid,Finanzas y seguros,2015,138.6
2841,Ambos sexos,Madrid,Finanzas y seguros,2014,139
2842,Ambos sexos,Madrid,Finanzas y seguros,2013,129.9
2843,Ambos sexos,Madrid,Finanzas y seguros,2012,115.2
2844,Ambos sexos,Madrid,Finanzas y seguros,2011,121.9
2845,Ambos sexos,Madrid,Finanzas y seguros,2010,123.3
2846,Ambos sexos,Madrid,Finanzas y seguros,2009,146
2847,Ambos sexos,Madrid,Finanzas y seguros,2008,147.9
2848,Ambos sexos,Madrid,Inmobiliarias,2023,40.9
2849,Ambos sexos,Madrid,Inmobiliarias,2022,28.3
2850,Ambos sexos,Madrid,Inmobiliarias,2021,32.2
2851,Ambos sexos,Madrid,Inmobiliarias,2020,31.5
2852,Ambos sexos,Madrid,Inmobiliarias,2019,34.2
2853,Ambos sexos,Madrid,Inmobiliarias,2018,32.4
2854,Ambos sexos,Madrid,Inmobiliarias,2017,27.1
2855,Ambos sexos,Madrid,Inmobiliarias,2016,20.7
2856,Ambos sexos,Madrid,Inmobiliarias,2015,23.7
2857,Ambos sexos,Madrid,Inmobiliarias,2014,19.3
2858,Ambos sexos,Madrid,Inmobiliarias,2013,16.8
2859,Ambos sexos,Madrid,Inmobiliarias,2012,24.9
2860,Ambos sexos,Madrid,Inmobiliarias,2011,19.3
2861,Ambos sexos,Madrid,Inmobiliarias,2010,12.4
2862,Ambos sexos,Madrid,Inmobiliarias,2009,17.1
2863,Ambos sexos,Madrid,Inmobiliarias,2008,20.8
2864,Ambos sexos,Madrid,"Actividades cientificas, administrativas y axuliares",2023,509.3
2865,Ambos sexos,Madrid,"Actividades cientificas, administrativas y axuliares",2022,479.7
2866,Ambos sexos,Madrid,"Actividades cientificas, administrativas y axuliares",2021,479.2
2867,Ambos sexos,Madrid,"Actividades cientificas, administrativas y axuliares",2020,441.4
2868,Ambos sexos,Madrid,"Actividades cientificas, administrativas y axuliares",2019,442.3
2869,Ambos sexos,Madrid,"Actividades cientificas, administrativas y axuliares",2018,402.5
2870,Ambos sexos,Madrid,"Actividades cientificas, administrativas y axuliares",2017,415.6
2871,Ambos sexos,Madrid,"Actividades cientificas, administrativas y axuliares",2016,407.5
2872,Ambos sexos,Madrid,"Actividades cientificas, administrativas y axuliares",2015,401.8
2873,Ambos sexos,Madrid,"Actividades cientificas, administrativas y axuliares",2014,392.5
2874,Ambos sexos,Madrid,"Actividades cientificas, administrativas y axuliares",2013,403.3
2875,Ambos sexos,Madrid,"Actividades cientificas, administrativas y axuliares",2012,423.3
2876,Ambos sexos,Madrid,"Actividades cientificas, administrativas y axuliares",2011,408.2
2877,Ambos sexos,Madrid,"Actividades cientificas, administrativas y axuliares",2010,399.4
2878,Ambos sexos,Madrid,"Actividades cientificas, administrativas y axuliares",2009,388.2
2879,Ambos sexos,Madrid,"Actividades cientificas, administrativas y axuliares",2008,402.3
2880,Ambos sexos,Madrid,"Admin.Publica, educacion y sanitarias",2023,723.7
2881,Ambos sexos,Madrid,"Admin.Publica, educacion y sanitarias",2022,724.1
2882,Ambos sexos,Madrid,"Admin.Publica, educacion y sanitarias",2021,706
2883,Ambos sexos,Madrid,"Admin.Publica, educacion y sanitarias",2020,707.3
2884,Ambos sexos,Madrid,"Admin.Publica, educacion y sanitarias",2019,690.5
2885,Ambos sexos,Madrid,"Admin.Publica, educacion y sanitarias",2018,689.8
2886,Ambos sexos,Madrid,"Admin.Publica, educacion y sanitarias",2017,638.3
2887,Ambos sexos,Madrid,"Admin.Publica, educacion y sanitarias",2016,612.4
2888,Ambos sexos,Madrid,"Admin.Publica, educacion y sanitarias",2015,613.9
2889,Ambos sexos,Madrid,"Admin.Publica, educacion y sanitarias",2014,609.3
2890,Ambos sexos,Madrid,"Admin.Publica, educacion y sanitarias",2013,603.9
2891,Ambos sexos,Madrid,"Admin.Publica, educacion y sanitarias",2012,667
2892,Ambos sexos,Madrid,"Admin.Publica, educacion y sanitarias",2011,679.1
2893,Ambos sexos,Madrid,"Admin.Publica, educacion y sanitarias",2010,672.3
2894,Ambos sexos,Madrid,"Admin.Publica, educacion y sanitarias",2009,631.6
