Sexo;Sector del nivel de formación alcanzado;Edad;Periodo;Total
Ambos sexos;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 16 a 24 años;2020;157,4
Ambos sexos;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 16 a 24 años;2019;160,8
Ambos sexos;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 16 a 24 años;2018;164,9
Ambos sexos;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 16 a 24 años;2017;176,4
Ambos sexos;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 16 a 24 años;2016;161,2
Ambos sexos;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 25 a 34 años;2022;510,3
Ambos sexos;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 25 a 34 años;2021;485,4
Ambos sexos;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 25 a 34 años;2020;571,6
Ambos sexos;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 25 a 34 años;2019;530,4
Ambos sexos;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 25 a 34 años;2018;540,3
Ambos sexos;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 25 a 34 años;2017;552,1
Ambos sexos;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 25 a 34 años;2016;552,4
Ambos sexos;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 35 a 44 años;2022;734,9
Ambos sexos;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 35 a 44 años;2021;725,5
Ambos sexos;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 35 a 44 años;2020;753,8
Ambos sexos;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 35 a 44 años;2019;763,1
Ambos sexos;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 35 a 44 años;2018;778,2
Ambos sexos;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 35 a 44 años;2017;801,8
Ambos sexos;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 35 a 44 años;2016;839,6
Ambos sexos;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 45 a 54 años;2022;816,1
Ambos sexos;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 45 a 54 años;2021;804,9
Ambos sexos;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 45 a 54 años;2020;764
Ambos sexos;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 45 a 54 años;2019;745,1
Ambos sexos;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 45 a 54 años;2018;726,4
Ambos sexos;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 45 a 54 años;2017;677,3
Ambos sexos;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 45 a 54 años;2016;668,5
Ambos sexos;07 Mecánica, electrónica y otra formación técnica, industria y construcción;55 y más años;2022;965,5
Ambos sexos;07 Mecánica, electrónica y otra formación técnica, industria y construcción;55 y más años;2021;992,2
Ambos sexos;07 Mecánica, electrónica y otra formación técnica, industria y construcción;55 y más años;2020;890
Ambos sexos;07 Mecánica, electrónica y otra formación técnica, industria y construcción;55 y más años;2019;836,2
Ambos sexos;07 Mecánica, electrónica y otra formación técnica, industria y construcción;55 y más años;2018;749,3
Ambos sexos;07 Mecánica, electrónica y otra formación técnica, industria y construcción;55 y más años;2017;745,1
Ambos sexos;07 Mecánica, electrónica y otra formación técnica, industria y construcción;55 y más años;2016;691,8
Ambos sexos;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;Total;2022;303,2
Ambos sexos;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;Total;2021;286,7
Ambos sexos;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;Total;2020;284,4
Ambos sexos;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;Total;2019;260,1
Ambos sexos;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;Total;2018;251,7
Ambos sexos;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;Total;2017;228,6
Ambos sexos;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;Total;2016;230,3
Ambos sexos;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 16 a 24 años;2022;16,7
Ambos sexos;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 16 a 24 años;2021;19,5
Ambos sexos;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 16 a 24 años;2020;19,8
Ambos sexos;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 16 a 24 años;2019;14,2
Ambos sexos;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 16 a 24 años;2018;18,6
Ambos sexos;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 16 a 24 años;2017;16,4
Ambos sexos;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 16 a 24 años;2016;15,9
Ambos sexos;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 25 a 34 años;2022;60,6
Ambos sexos;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 25 a 34 años;2021;38,4
Ambos sexos;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 25 a 34 años;2020;44,1
Ambos sexos;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 25 a 34 años;2019;56,7
Ambos sexos;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 25 a 34 años;2018;36,9
Ambos sexos;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 25 a 34 años;2017;39,8
Ambos sexos;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 25 a 34 años;2016;45
Ambos sexos;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 35 a 44 años;2022;60,3
Ambos sexos;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 35 a 44 años;2021;64,8
Ambos sexos;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 35 a 44 años;2020;75,6
Ambos sexos;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 35 a 44 años;2019;66,9
Ambos sexos;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 35 a 44 años;2018;71,3
Ambos sexos;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 35 a 44 años;2017;66,4
Ambos sexos;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 35 a 44 años;2016;67,5
Ambos sexos;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 45 a 54 años;2022;72,3
Ambos sexos;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 45 a 54 años;2021;85,3
Ambos sexos;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 45 a 54 años;2020;77,6
Ambos sexos;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 45 a 54 años;2019;61
Ambos sexos;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 45 a 54 años;2018;70
Ambos sexos;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 45 a 54 años;2017;61,5
Ambos sexos;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 45 a 54 años;2016;57,8
Ambos sexos;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;55 y más años;2022;93,3
Ambos sexos;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;55 y más años;2021;78,7
Ambos sexos;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;55 y más años;2020;67,3
Ambos sexos;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;55 y más años;2019;61,3
Ambos sexos;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;55 y más años;2018;55
Ambos sexos;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;55 y más años;2017;44,4
Ambos sexos;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;55 y más años;2016;44,1
Ambos sexos;09 Salud y servicios sociales;Total;2022;2.379,9
Ambos sexos;09 Salud y servicios sociales;Total;2021;2.431,9
Ambos sexos;09 Salud y servicios sociales;Total;2020;2.343,5
Ambos sexos;09 Salud y servicios sociales;Total;2019;2.204
Ambos sexos;09 Salud y servicios sociales;Total;2018;2.055
Ambos sexos;09 Salud y servicios sociales;Total;2017;1.957,5
Ambos sexos;09 Salud y servicios sociales;Total;2016;1.917
Ambos sexos;09 Salud y servicios sociales;De 16 a 24 años;2022;188,9
Ambos sexos;09 Salud y servicios sociales;De 16 a 24 años;2021;184
Ambos sexos;09 Salud y servicios sociales;De 16 a 24 años;2020;163,5
Ambos sexos;09 Salud y servicios sociales;De 16 a 24 años;2019;147
Ambos sexos;09 Salud y servicios sociales;De 16 a 24 años;2018;137,9
Ambos sexos;09 Salud y servicios sociales;De 16 a 24 años;2017;139,6
Ambos sexos;09 Salud y servicios sociales;De 16 a 24 años;2016;150
Ambos sexos;09 Salud y servicios sociales;De 25 a 34 años;2022;511,3
Ambos sexos;09 Salud y servicios sociales;De 25 a 34 años;2021;480,4
Ambos sexos;09 Salud y servicios sociales;De 25 a 34 años;2020;504,2
Ambos sexos;09 Salud y servicios sociales;De 25 a 34 años;2019;517,7
Ambos sexos;09 Salud y servicios sociales;De 25 a 34 años;2018;428,8
Ambos sexos;09 Salud y servicios sociales;De 25 a 34 años;2017;433,2
Ambos sexos;09 Salud y servicios sociales;De 25 a 34 años;2016;444,1
Ambos sexos;09 Salud y servicios sociales;De 35 a 44 años;2022;502,3
Ambos sexos;09 Salud y servicios sociales;De 35 a 44 años;2021;564,7
Ambos sexos;09 Salud y servicios sociales;De 35 a 44 años;2020;565
Ambos sexos;09 Salud y servicios sociales;De 35 a 44 años;2019;500,5
Ambos sexos;09 Salud y servicios sociales;De 35 a 44 años;2018;498,9
Ambos sexos;09 Salud y servicios sociales;De 35 a 44 años;2017;463,1
Ambos sexos;09 Salud y servicios sociales;De 35 a 44 años;2016;477,1
Ambos sexos;09 Salud y servicios sociales;De 45 a 54 años;2022;441
Ambos sexos;09 Salud y servicios sociales;De 45 a 54 años;2021;492
Ambos sexos;09 Salud y servicios sociales;De 45 a 54 años;2020;449,9
Ambos sexos;09 Salud y servicios sociales;De 45 a 54 años;2019;439,8
Ambos sexos;09 Salud y servicios sociales;De 45 a 54 años;2018;421,5
Ambos sexos;09 Salud y servicios sociales;De 45 a 54 años;2017;393,4
Ambos sexos;09 Salud y servicios sociales;De 45 a 54 años;2016;382,5
Ambos sexos;09 Salud y servicios sociales;55 y más años;2022;736,5
Ambos sexos;09 Salud y servicios sociales;55 y más años;2021;710,8
Ambos sexos;09 Salud y servicios sociales;55 y más años;2020;660,9
Ambos sexos;09 Salud y servicios sociales;55 y más años;2019;599
Ambos sexos;09 Salud y servicios sociales;55 y más años;2018;568
Ambos sexos;09 Salud y servicios sociales;55 y más años;2017;528,1
Ambos sexos;09 Salud y servicios sociales;55 y más años;2016;463,2
Ambos sexos;10 Servicios;Total;2022;1.195
Ambos sexos;10 Servicios;Total;2021;1.190,2
Ambos sexos;10 Servicios;Total;2020;1.135,6
Ambos sexos;10 Servicios;Total;2019;1.123,8
Ambos sexos;10 Servicios;Total;2018;1.022,2
Ambos sexos;10 Servicios;Total;2017;974,5
Ambos sexos;10 Servicios;Total;2016;988,4
Ambos sexos;10 Servicios;De 16 a 24 años;2022;124,2
Ambos sexos;10 Servicios;De 16 a 24 años;2021;124,6
Ambos sexos;10 Servicios;De 16 a 24 años;2020;123,9
Ambos sexos;10 Servicios;De 16 a 24 años;2019;118,8
Ambos sexos;10 Servicios;De 16 a 24 años;2018;101,2
Ambos sexos;10 Servicios;De 16 a 24 años;2017;132,6
Ambos sexos;10 Servicios;De 16 a 24 años;2016;106,9
Ambos sexos;10 Servicios;De 25 a 34 años;2022;315,8
Ambos sexos;10 Servicios;De 25 a 34 años;2021;318,1
Ambos sexos;10 Servicios;De 25 a 34 años;2020;305,6
Ambos sexos;10 Servicios;De 25 a 34 años;2019;299,5
Ambos sexos;10 Servicios;De 25 a 34 años;2018;267,8
Ambos sexos;10 Servicios;De 25 a 34 años;2017;245,3
Ambos sexos;10 Servicios;De 25 a 34 años;2016;281,3
Ambos sexos;10 Servicios;De 35 a 44 años;2022;305,4
Ambos sexos;10 Servicios;De 35 a 44 años;2021;291,9
Ambos sexos;10 Servicios;De 35 a 44 años;2020;292,7
Ambos sexos;10 Servicios;De 35 a 44 años;2019;289,6
Ambos sexos;10 Servicios;De 35 a 44 años;2018;304,6
Ambos sexos;10 Servicios;De 35 a 44 años;2017;261,6
Ambos sexos;10 Servicios;De 35 a 44 años;2016;272,6
Ambos sexos;10 Servicios;De 45 a 54 años;2022;241,7
Ambos sexos;10 Servicios;De 45 a 54 años;2021;265,3
Ambos sexos;10 Servicios;De 45 a 54 años;2020;237,8
Ambos sexos;10 Servicios;De 45 a 54 años;2019;243,2
Ambos sexos;10 Servicios;De 45 a 54 años;2018;199,4
Ambos sexos;10 Servicios;De 45 a 54 años;2017;192
Ambos sexos;10 Servicios;De 45 a 54 años;2016;181,4
Ambos sexos;10 Servicios;55 y más años;2022;207,9
Ambos sexos;10 Servicios;55 y más años;2021;190,3
Ambos sexos;10 Servicios;55 y más años;2020;175,7
Ambos sexos;10 Servicios;55 y más años;2019;172,6
Ambos sexos;10 Servicios;55 y más años;2018;149,1
Ambos sexos;10 Servicios;55 y más años;2017;143
Ambos sexos;10 Servicios;55 y más años;2016;146,4
Ambos sexos;99 Sectores desconocidos o no especificados;Total;2022;812,8
Ambos sexos;99 Sectores desconocidos o no especificados;Total;2021;741,1
Ambos sexos;99 Sectores desconocidos o no especificados;Total;2020;733
Ambos sexos;99 Sectores desconocidos o no especificados;Total;2019;811,7
Ambos sexos;99 Sectores desconocidos o no especificados;Total;2018;911,1
Ambos sexos;99 Sectores desconocidos o no especificados;Total;2017;913,8
Ambos sexos;99 Sectores desconocidos o no especificados;Total;2016;1.041
Ambos sexos;99 Sectores desconocidos o no especificados;De 16 a 24 años;2022;22,6
Ambos sexos;99 Sectores desconocidos o no especificados;De 16 a 24 años;2021;27,2
Ambos sexos;99 Sectores desconocidos o no especificados;De 16 a 24 años;2020;22,7
Ambos sexos;99 Sectores desconocidos o no especificados;De 16 a 24 años;2019;28,4
Ambos sexos;99 Sectores desconocidos o no especificados;De 16 a 24 años;2018;30,4
Ambos sexos;99 Sectores desconocidos o no especificados;De 16 a 24 años;2017;28,5
Ambos sexos;99 Sectores desconocidos o no especificados;De 16 a 24 años;2016;29,8
Ambos sexos;99 Sectores desconocidos o no especificados;De 25 a 34 años;2022;53,4
Ambos sexos;99 Sectores desconocidos o no especificados;De 25 a 34 años;2021;42,6
Ambos sexos;99 Sectores desconocidos o no especificados;De 25 a 34 años;2020;47
Ambos sexos;99 Sectores desconocidos o no especificados;De 25 a 34 años;2019;56,3
Ambos sexos;99 Sectores desconocidos o no especificados;De 25 a 34 años;2018;61,1
Ambos sexos;99 Sectores desconocidos o no especificados;De 25 a 34 años;2017;62,2
Ambos sexos;99 Sectores desconocidos o no especificados;De 25 a 34 años;2016;83,1
Ambos sexos;99 Sectores desconocidos o no especificados;De 35 a 44 años;2022;87,9
Ambos sexos;99 Sectores desconocidos o no especificados;De 35 a 44 años;2021;70,8
Ambos sexos;99 Sectores desconocidos o no especificados;De 35 a 44 años;2020;79
Ambos sexos;99 Sectores desconocidos o no especificados;De 35 a 44 años;2019;71,4
Ambos sexos;99 Sectores desconocidos o no especificados;De 35 a 44 años;2018;81,3
Ambos sexos;99 Sectores desconocidos o no especificados;De 35 a 44 años;2017;81,5
Ambos sexos;99 Sectores desconocidos o no especificados;De 35 a 44 años;2016;116,4
Ambos sexos;99 Sectores desconocidos o no especificados;De 45 a 54 años;2022;105,1
Ambos sexos;99 Sectores desconocidos o no especificados;De 45 a 54 años;2021;88,4
Ambos sexos;99 Sectores desconocidos o no especificados;De 45 a 54 años;2020;73,3
Ambos sexos;99 Sectores desconocidos o no especificados;De 45 a 54 años;2019;80,4
Ambos sexos;99 Sectores desconocidos o no especificados;De 45 a 54 años;2018;84,9
Ambos sexos;99 Sectores desconocidos o no especificados;De 45 a 54 años;2017;84,4
Ambos sexos;99 Sectores desconocidos o no especificados;De 45 a 54 años;2016;98,3
Ambos sexos;99 Sectores desconocidos o no especificados;55 y más años;2022;543,8
Ambos sexos;99 Sectores desconocidos o no especificados;55 y más años;2021;512,2
Ambos sexos;99 Sectores desconocidos o no especificados;55 y más años;2020;511
Ambos sexos;99 Sectores desconocidos o no especificados;55 y más años;2019;575,2
Ambos sexos;99 Sectores desconocidos o no especificados;55 y más años;2018;653,4
Ambos sexos;99 Sectores desconocidos o no especificados;55 y más años;2017;657,2
Ambos sexos;99 Sectores desconocidos o no especificados;55 y más años;2016;713,4
Hombres;Total;Total;2022;19.386,4
Hombres;Total;Total;2021;19.270,8
Hombres;Total;Total;2020;19.241,9
Hombres;Total;Total;2019;19.094,5
Hombres;Total;Total;2018;18.908,8
Hombres;Total;Total;2017;18.803,1
Hombres;Total;Total;2016;18.754
Hombres;Total;De 16 a 24 años;2022;2.280,7
Hombres;Total;De 16 a 24 años;2021;2.222,8
Hombres;Total;De 16 a 24 años;2020;2.197,1
Hombres;Total;De 16 a 24 años;2019;2.141,9
Hombres;Total;De 16 a 24 años;2018;2.086,7
Hombres;Total;De 16 a 24 años;2017;2.053,9
Hombres;Total;De 16 a 24 años;2016;2.041,8
Hombres;Total;De 25 a 34 años;2022;2.615,4
Hombres;Total;De 25 a 34 años;2021;2.612
Hombres;Total;De 25 a 34 años;2020;2.642,2
Hombres;Total;De 25 a 34 años;2019;2.645,9
Hombres;Total;De 25 a 34 años;2018;2.647,8
Hombres;Total;De 25 a 34 años;2017;2.675,3
Hombres;Total;De 25 a 34 años;2016;2.751,6
Hombres;Total;De 35 a 44 años;2022;3.321,3
Hombres;Total;De 35 a 44 años;2021;3.441,2
Hombres;Total;De 35 a 44 años;2020;3.572
Hombres;Total;De 35 a 44 años;2019;3.668,1
Hombres;Total;De 35 a 44 años;2018;3.744,6
Hombres;Total;De 35 a 44 años;2017;3.815,6
Hombres;Total;De 35 a 44 años;2016;3.883,4
Hombres;Total;De 45 a 54 años;2022;3.850
Hombres;Total;De 45 a 54 años;2021;3.820,9
Hombres;Total;De 45 a 54 años;2020;3.787,1
Hombres;Total;De 45 a 54 años;2019;3.743,9
Hombres;Total;De 45 a 54 años;2018;3.695,2
Hombres;Total;De 45 a 54 años;2017;3.644,8
Hombres;Total;De 45 a 54 años;2016;3.598
Hombres;Total;55 y más años;2022;7.318,9
Hombres;Total;55 y más años;2021;7.173,8
Hombres;Total;55 y más años;2020;7.043,6
Hombres;Total;55 y más años;2019;6.894,7
Hombres;Total;55 y más años;2018;6.734,5
Hombres;Total;55 y más años;2017;6.613,4
Hombres;Total;55 y más años;2016;6.479,3
Hombres;00 Formación general, formación básica de adultos y habilidades personales;Total;2022;11.165,6
Hombres;00 Formación general, formación básica de adultos y habilidades personales;Total;2021;11.117
Hombres;00 Formación general, formación básica de adultos y habilidades personales;Total;2020;11.400
Hombres;00 Formación general, formación básica de adultos y habilidades personales;Total;2019;11.499
Hombres;00 Formación general, formación básica de adultos y habilidades personales;Total;2018;11.476,7
Hombres;00 Formación general, formación básica de adultos y habilidades personales;Total;2017;11.538,7
Hombres;00 Formación general, formación básica de adultos y habilidades personales;Total;2016;11.714,8
Hombres;00 Formación general, formación básica de adultos y habilidades personales;De 16 a 24 años;2022;1.704,9
Hombres;00 Formación general, formación básica de adultos y habilidades personales;De 16 a 24 años;2021;1.684,2
Hombres;00 Formación general, formación básica de adultos y habilidades personales;De 16 a 24 años;2020;1.674,1
Hombres;00 Formación general, formación básica de adultos y habilidades personales;De 16 a 24 años;2019;1.675,8
Hombres;00 Formación general, formación básica de adultos y habilidades personales;De 16 a 24 años;2018;1.633,3
Hombres;00 Formación general, formación básica de adultos y habilidades personales;De 16 a 24 años;2017;1.581
Hombres;00 Formación general, formación básica de adultos y habilidades personales;De 16 a 24 años;2016;1.602,4
Hombres;00 Formación general, formación básica de adultos y habilidades personales;De 25 a 34 años;2022;1.098,3
Hombres;00 Formación general, formación básica de adultos y habilidades personales;De 25 a 34 años;2021;1.133,4
Hombres;00 Formación general, formación básica de adultos y habilidades personales;De 25 a 34 años;2020;1.173,1
Hombres;00 Formación general, formación básica de adultos y habilidades personales;De 25 a 34 años;2019;1.147,1
Hombres;00 Formación general, formación básica de adultos y habilidades personales;De 25 a 34 años;2018;1.234,1
Hombres;00 Formación general, formación básica de adultos y habilidades personales;De 25 a 34 años;2017;1.288,8
Hombres;00 Formación general, formación básica de adultos y habilidades personales;De 25 a 34 años;2016;1.357,8
Hombres;00 Formación general, formación básica de adultos y habilidades personales;De 35 a 44 años;2022;1.538,3
Hombres;00 Formación general, formación básica de adultos y habilidades personales;De 35 a 44 años;2021;1.614,8
Hombres;00 Formación general, formación básica de adultos y habilidades personales;De 35 a 44 años;2020;1.749,6
Hombres;00 Formación general, formación básica de adultos y habilidades personales;De 35 a 44 años;2019;1.811,9
Hombres;00 Formación general, formación básica de adultos y habilidades personales;De 35 a 44 años;2018;1.790,8
Hombres;00 Formación general, formación básica de adultos y habilidades personales;De 35 a 44 años;2017;1.904,9
Hombres;00 Formación general, formación básica de adultos y habilidades personales;De 35 a 44 años;2016;1.937
Hombres;00 Formación general, formación básica de adultos y habilidades personales;De 45 a 54 años;2022;1.976,9
Hombres;00 Formación general, formación básica de adultos y habilidades personales;De 45 a 54 años;2021;1.951,7
Hombres;00 Formación general, formación básica de adultos y habilidades personales;De 45 a 54 años;2020;1.989,8
Hombres;00 Formación general, formación básica de adultos y habilidades personales;De 45 a 54 años;2019;2.051,5
Hombres;00 Formación general, formación básica de adultos y habilidades personales;De 45 a 54 años;2018;2.057,4
Hombres;00 Formación general, formación básica de adultos y habilidades personales;De 45 a 54 años;2017;2.053,2
Hombres;00 Formación general, formación básica de adultos y habilidades personales;De 45 a 54 años;2016;2.117
Hombres;00 Formación general, formación básica de adultos y habilidades personales;55 y más años;2022;4.847,2
Hombres;00 Formación general, formación básica de adultos y habilidades personales;55 y más años;2021;4.733
Hombres;00 Formación general, formación básica de adultos y habilidades personales;55 y más años;2020;4.813,4
Hombres;00 Formación general, formación básica de adultos y habilidades personales;55 y más años;2019;4.812,8
Hombres;00 Formación general, formación básica de adultos y habilidades personales;55 y más años;2018;4.761,2
Hombres;00 Formación general, formación básica de adultos y habilidades personales;55 y más años;2017;4.710,8
Hombres;00 Formación general, formación básica de adultos y habilidades personales;55 y más años;2016;4.700,6
Hombres;01 Educación;Total;2022;402,7
Hombres;01 Educación;Total;2021;375,8
Hombres;01 Educación;Total;2020;336
Hombres;01 Educación;Total;2019;388
Hombres;01 Educación;Total;2018;316,1
Hombres;01 Educación;Total;2017;288,7
Hombres;01 Educación;Total;2016;300,2
Hombres;01 Educación;De 16 a 24 años;2022;26,9
Hombres;01 Educación;De 16 a 24 años;2021;24,1
Hombres;01 Educación;De 16 a 24 años;2020;19,4
Hombres;01 Educación;De 16 a 24 años;2019;22,3
Hombres;01 Educación;De 16 a 24 años;2018;17,5
Hombres;01 Educación;De 16 a 24 años;2017;15,4
Hombres;01 Educación;De 16 a 24 años;2016;16,9
Hombres;01 Educación;De 25 a 34 años;2022;81,9
Hombres;01 Educación;De 25 a 34 años;2021;89,8
Hombres;01 Educación;De 25 a 34 años;2020;74,1
Hombres;01 Educación;De 25 a 34 años;2019;71
Hombres;01 Educación;De 25 a 34 años;2018;65,5
Hombres;01 Educación;De 25 a 34 años;2017;70
Hombres;01 Educación;De 25 a 34 años;2016;59,2
Hombres;01 Educación;De 35 a 44 años;2022;79,9
Hombres;01 Educación;De 35 a 44 años;2021;82,9
Hombres;01 Educación;De 35 a 44 años;2020;65,3
Hombres;01 Educación;De 35 a 44 años;2019;82,4
Hombres;01 Educación;De 35 a 44 años;2018;78,1
Hombres;01 Educación;De 35 a 44 años;2017;60
Hombres;01 Educación;De 35 a 44 años;2016;71,9
Hombres;01 Educación;De 45 a 54 años;2022;59,2
Hombres;01 Educación;De 45 a 54 años;2021;50,1
Hombres;01 Educación;De 45 a 54 años;2020;53,9
Hombres;01 Educación;De 45 a 54 años;2019;64,1
Hombres;01 Educación;De 45 a 54 años;2018;42,7
Hombres;01 Educación;De 45 a 54 años;2017;42,7
Hombres;01 Educación;De 45 a 54 años;2016;43,4
Hombres;01 Educación;55 y más años;2022;154,8
Hombres;01 Educación;55 y más años;2021;128,8
Hombres;01 Educación;55 y más años;2020;123,2
Hombres;01 Educación;55 y más años;2019;148,3
Hombres;01 Educación;55 y más años;2018;112,2
Hombres;01 Educación;55 y más años;2017;100,7
Hombres;01 Educación;55 y más años;2016;108,8
Hombres;02 Artes, humanidades y lenguas;Total;2022;468,8
Hombres;02 Artes, humanidades y lenguas;Total;2021;477,5
Hombres;02 Artes, humanidades y lenguas;Total;2020;453,4
Hombres;02 Artes, humanidades y lenguas;Total;2019;443,5
Hombres;02 Artes, humanidades y lenguas;Total;2018;421,3
Hombres;02 Artes, humanidades y lenguas;Total;2017;447,4
Hombres;02 Artes, humanidades y lenguas;Total;2016;396,4
Hombres;02 Artes, humanidades y lenguas;De 16 a 24 años;2022;30,8
Hombres;02 Artes, humanidades y lenguas;De 16 a 24 años;2021;25,6
Hombres;02 Artes, humanidades y lenguas;De 16 a 24 años;2020;32,6
Hombres;02 Artes, humanidades y lenguas;De 16 a 24 años;2019;28,6
Hombres;02 Artes, humanidades y lenguas;De 16 a 24 años;2018;24,3
Hombres;02 Artes, humanidades y lenguas;De 16 a 24 años;2017;26,6
Hombres;02 Artes, humanidades y lenguas;De 16 a 24 años;2016;21,4
Hombres;02 Artes, humanidades y lenguas;De 25 a 34 años;2022;81,3
Hombres;02 Artes, humanidades y lenguas;De 25 a 34 años;2021;99,5
Hombres;02 Artes, humanidades y lenguas;De 25 a 34 años;2020;86,3
Hombres;02 Artes, humanidades y lenguas;De 25 a 34 años;2019;87,8
Hombres;02 Artes, humanidades y lenguas;De 25 a 34 años;2018;86,8
Hombres;02 Artes, humanidades y lenguas;De 25 a 34 años;2017;80,1
Hombres;02 Artes, humanidades y lenguas;De 25 a 34 años;2016;68,4
Hombres;02 Artes, humanidades y lenguas;De 35 a 44 años;2022;90,6
Hombres;02 Artes, humanidades y lenguas;De 35 a 44 años;2021;94,1
Hombres;02 Artes, humanidades y lenguas;De 35 a 44 años;2020;94,3
Hombres;02 Artes, humanidades y lenguas;De 35 a 44 años;2019;112,8
Hombres;02 Artes, humanidades y lenguas;De 35 a 44 años;2018;100,9
Hombres;02 Artes, humanidades y lenguas;De 35 a 44 años;2017;106,9
Hombres;02 Artes, humanidades y lenguas;De 35 a 44 años;2016;108,9
Hombres;02 Artes, humanidades y lenguas;De 45 a 54 años;2022;99
Hombres;02 Artes, humanidades y lenguas;De 45 a 54 años;2021;105,3
Hombres;02 Artes, humanidades y lenguas;De 45 a 54 años;2020;84,6
Hombres;02 Artes, humanidades y lenguas;De 45 a 54 años;2019;82,4
Hombres;02 Artes, humanidades y lenguas;De 45 a 54 años;2018;91,4
Hombres;02 Artes, humanidades y lenguas;De 45 a 54 años;2017;119,7
Hombres;02 Artes, humanidades y lenguas;De 45 a 54 años;2016;95
Hombres;02 Artes, humanidades y lenguas;55 y más años;2022;167
Hombres;02 Artes, humanidades y lenguas;55 y más años;2021;153
Hombres;02 Artes, humanidades y lenguas;55 y más años;2020;155,7
Hombres;02 Artes, humanidades y lenguas;55 y más años;2019;131,9
Hombres;02 Artes, humanidades y lenguas;55 y más años;2018;118
Hombres;02 Artes, humanidades y lenguas;55 y más años;2017;114,2
Hombres;02 Artes, humanidades y lenguas;55 y más años;2016;102,6
Hombres;03 Ciencias sociales, periodismo y documentación;Total;2022;264,1
Hombres;03 Ciencias sociales, periodismo y documentación;Total;2021;232,8
