Sexo;Comunidades y Ciudades Autónomas;Rama de actividad - CNAE 2009;Periodo;Total
Ambos sexos;04 Balears, Illes;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2017;215,4
Ambos sexos;04 Balears, Illes;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2016;219,3
Ambos sexos;04 Balears, Illes;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2015;202,1
Ambos sexos;04 Balears, Illes;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2014;195,1
Ambos sexos;04 Balears, Illes;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2013;194,6
Ambos sexos;04 Balears, Illes;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2012;190,1
Ambos sexos;04 Balears, Illes;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2011;182,9
Ambos sexos;04 Balears, Illes;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2010;180
Ambos sexos;04 Balears, Illes;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2009;185
Ambos sexos;04 Balears, Illes;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2008;192,6
Ambos sexos;04 Balears, Illes;J Información y comunicaciones ( J );2023;15,1
Ambos sexos;04 Balears, Illes;J Información y comunicaciones ( J );2022;13,4
Ambos sexos;04 Balears, Illes;J Información y comunicaciones ( J );2021;8,9
Ambos sexos;04 Balears, Illes;J Información y comunicaciones ( J );2020;8,3
Ambos sexos;04 Balears, Illes;J Información y comunicaciones ( J );2019;11,5
Ambos sexos;04 Balears, Illes;J Información y comunicaciones ( J );2018;10,6
Ambos sexos;04 Balears, Illes;J Información y comunicaciones ( J );2017;8,9
Ambos sexos;04 Balears, Illes;J Información y comunicaciones ( J );2016;7
Ambos sexos;04 Balears, Illes;J Información y comunicaciones ( J );2015;8,2
Ambos sexos;04 Balears, Illes;J Información y comunicaciones ( J );2014;8
Ambos sexos;04 Balears, Illes;J Información y comunicaciones ( J );2013;8,9
Ambos sexos;04 Balears, Illes;J Información y comunicaciones ( J );2012;9,2
Ambos sexos;04 Balears, Illes;J Información y comunicaciones ( J );2011;10,9
Ambos sexos;04 Balears, Illes;J Información y comunicaciones ( J );2010;9,7
Ambos sexos;04 Balears, Illes;J Información y comunicaciones ( J );2009;8,9
Ambos sexos;04 Balears, Illes;J Información y comunicaciones ( J );2008;11,4
Ambos sexos;04 Balears, Illes;K Actividades financieras y de seguros (  K  );2023;11,7
Ambos sexos;04 Balears, Illes;K Actividades financieras y de seguros (  K  );2022;12,1
Ambos sexos;04 Balears, Illes;K Actividades financieras y de seguros (  K  );2021;7,9
Ambos sexos;04 Balears, Illes;K Actividades financieras y de seguros (  K  );2020;6
Ambos sexos;04 Balears, Illes;K Actividades financieras y de seguros (  K  );2019;6
Ambos sexos;04 Balears, Illes;K Actividades financieras y de seguros (  K  );2018;7,2
Ambos sexos;04 Balears, Illes;K Actividades financieras y de seguros (  K  );2017;7,2
Ambos sexos;04 Balears, Illes;K Actividades financieras y de seguros (  K  );2016;7,1
Ambos sexos;04 Balears, Illes;K Actividades financieras y de seguros (  K  );2015;8
Ambos sexos;04 Balears, Illes;K Actividades financieras y de seguros (  K  );2014;9,7
Ambos sexos;04 Balears, Illes;K Actividades financieras y de seguros (  K  );2013;12,9
Ambos sexos;04 Balears, Illes;K Actividades financieras y de seguros (  K  );2012;9,8
Ambos sexos;04 Balears, Illes;K Actividades financieras y de seguros (  K  );2011;9,8
Ambos sexos;04 Balears, Illes;K Actividades financieras y de seguros (  K  );2010;9,1
Ambos sexos;04 Balears, Illes;K Actividades financieras y de seguros (  K  );2009;8,6
Ambos sexos;04 Balears, Illes;K Actividades financieras y de seguros (  K  );2008;10,1
Ambos sexos;04 Balears, Illes;L Actividades inmobiliarias ( L );2023;5,1
Ambos sexos;04 Balears, Illes;L Actividades inmobiliarias ( L );2022;4,1
Ambos sexos;04 Balears, Illes;L Actividades inmobiliarias ( L );2021;6,7
Ambos sexos;04 Balears, Illes;L Actividades inmobiliarias ( L );2020;7,7
Ambos sexos;04 Balears, Illes;L Actividades inmobiliarias ( L );2019;6,9
Ambos sexos;04 Balears, Illes;L Actividades inmobiliarias ( L );2018;5,1
Ambos sexos;04 Balears, Illes;L Actividades inmobiliarias ( L );2017;4,6
Ambos sexos;04 Balears, Illes;L Actividades inmobiliarias ( L );2016;4,6
Ambos sexos;04 Balears, Illes;L Actividades inmobiliarias ( L );2015;5,2
Ambos sexos;04 Balears, Illes;L Actividades inmobiliarias ( L );2014;6
Ambos sexos;04 Balears, Illes;L Actividades inmobiliarias ( L );2013;4
Ambos sexos;04 Balears, Illes;L Actividades inmobiliarias ( L );2012;5,6
Ambos sexos;04 Balears, Illes;L Actividades inmobiliarias ( L );2011;3,1
Ambos sexos;04 Balears, Illes;L Actividades inmobiliarias ( L );2010;3,5
Ambos sexos;04 Balears, Illes;L Actividades inmobiliarias ( L );2009;3,4
Ambos sexos;04 Balears, Illes;L Actividades inmobiliarias ( L );2008;4,9
Ambos sexos;04 Balears, Illes;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2023;62,6
Ambos sexos;04 Balears, Illes;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2022;63,2
Ambos sexos;04 Balears, Illes;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2021;68
Ambos sexos;04 Balears, Illes;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2020;68,4
Ambos sexos;04 Balears, Illes;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2019;64,5
Ambos sexos;04 Balears, Illes;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2018;61,3
Ambos sexos;04 Balears, Illes;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2017;61,8
Ambos sexos;04 Balears, Illes;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2016;60,1
Ambos sexos;04 Balears, Illes;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2015;54,5
Ambos sexos;04 Balears, Illes;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2014;46,6
Ambos sexos;04 Balears, Illes;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2013;53,7
Ambos sexos;04 Balears, Illes;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2012;46,7
Ambos sexos;04 Balears, Illes;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2011;46
Ambos sexos;04 Balears, Illes;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2010;49,6
Ambos sexos;04 Balears, Illes;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2009;47,7
Ambos sexos;04 Balears, Illes;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2008;46,2
Ambos sexos;04 Balears, Illes;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2023;120,5
Ambos sexos;04 Balears, Illes;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2022;123,7
Ambos sexos;04 Balears, Illes;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2021;113,6
Ambos sexos;04 Balears, Illes;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2020;109,5
Ambos sexos;04 Balears, Illes;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2019;101,2
Ambos sexos;04 Balears, Illes;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2018;94,1
Ambos sexos;04 Balears, Illes;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2017;93,7
Ambos sexos;04 Balears, Illes;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2016;94
Ambos sexos;04 Balears, Illes;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2015;90,4
Ambos sexos;04 Balears, Illes;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2014;92,3
Ambos sexos;04 Balears, Illes;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2013;88,5
Ambos sexos;04 Balears, Illes;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2012;83,2
Ambos sexos;04 Balears, Illes;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2011;84,9
Ambos sexos;04 Balears, Illes;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2010;85,6
Ambos sexos;04 Balears, Illes;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2009;79,4
Ambos sexos;04 Balears, Illes;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2008;70,9
Ambos sexos;04 Balears, Illes;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2023;56,4
Ambos sexos;04 Balears, Illes;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2022;57,4
Ambos sexos;04 Balears, Illes;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2021;49,7
Ambos sexos;04 Balears, Illes;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2020;46,7
Ambos sexos;04 Balears, Illes;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2019;54,7
Ambos sexos;04 Balears, Illes;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2018;52,7
Ambos sexos;04 Balears, Illes;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2017;48,7
Ambos sexos;04 Balears, Illes;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2016;48,6
Ambos sexos;04 Balears, Illes;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2015;53,1
Ambos sexos;04 Balears, Illes;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2014;47,1
Ambos sexos;04 Balears, Illes;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2013;44,8
Ambos sexos;04 Balears, Illes;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2012;43,9
Ambos sexos;04 Balears, Illes;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2011;40,5
Ambos sexos;04 Balears, Illes;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2010;45,6
Ambos sexos;04 Balears, Illes;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2009;39,8
Ambos sexos;04 Balears, Illes;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2008;47,8
Ambos sexos;05 Canarias;Total;2023;997,7
Ambos sexos;05 Canarias;Total;2022;952,2
Ambos sexos;05 Canarias;Total;2021;861,2
Ambos sexos;05 Canarias;Total;2020;849,8
Ambos sexos;05 Canarias;Total;2019;905,9
Ambos sexos;05 Canarias;Total;2018;897,2
Ambos sexos;05 Canarias;Total;2017;841,3
Ambos sexos;05 Canarias;Total;2016;813,4
Ambos sexos;05 Canarias;Total;2015;788,1
Ambos sexos;05 Canarias;Total;2014;738,8
Ambos sexos;05 Canarias;Total;2013;729,7
Ambos sexos;05 Canarias;Total;2012;743,5
Ambos sexos;05 Canarias;Total;2011;768,7
Ambos sexos;05 Canarias;Total;2010;756,8
Ambos sexos;05 Canarias;Total;2009;775
Ambos sexos;05 Canarias;Total;2008;839,9
Ambos sexos;05 Canarias;A Agricultura ( A );2023;22,5
Ambos sexos;05 Canarias;A Agricultura ( A );2022;23,6
Ambos sexos;05 Canarias;A Agricultura ( A );2021;27,2
Ambos sexos;05 Canarias;A Agricultura ( A );2020;26,9
Ambos sexos;05 Canarias;A Agricultura ( A );2019;25,3
Ambos sexos;05 Canarias;A Agricultura ( A );2018;22,3
Ambos sexos;05 Canarias;A Agricultura ( A );2017;22,1
Ambos sexos;05 Canarias;A Agricultura ( A );2016;19,8
Ambos sexos;05 Canarias;A Agricultura ( A );2015;23,5
Ambos sexos;05 Canarias;A Agricultura ( A );2014;24,9
Ambos sexos;05 Canarias;A Agricultura ( A );2013;23,6
Ambos sexos;05 Canarias;A Agricultura ( A );2012;20,5
Ambos sexos;05 Canarias;A Agricultura ( A );2011;21,5
Ambos sexos;05 Canarias;A Agricultura ( A );2010;26,8
Ambos sexos;05 Canarias;A Agricultura ( A );2009;22
Ambos sexos;05 Canarias;A Agricultura ( A );2008;24,9
Ambos sexos;05 Canarias;Industria general;2023;50,1
Ambos sexos;05 Canarias;Industria general;2022;45,8
Ambos sexos;05 Canarias;Industria general;2021;46,9
Ambos sexos;05 Canarias;Industria general;2020;40,5
Ambos sexos;05 Canarias;Industria general;2019;40,9
Ambos sexos;05 Canarias;Industria general;2018;38,1
Ambos sexos;05 Canarias;Industria general;2017;34,6
Ambos sexos;05 Canarias;Industria general;2016;40,5
Ambos sexos;05 Canarias;Industria general;2015;35,8
Ambos sexos;05 Canarias;Industria general;2014;34,6
Ambos sexos;05 Canarias;Industria general;2013;38,9
Ambos sexos;05 Canarias;Industria general;2012;38,3
Ambos sexos;05 Canarias;Industria general;2011;38,5
Ambos sexos;05 Canarias;Industria general;2010;43,4
Ambos sexos;05 Canarias;Industria general;2009;48,1
Ambos sexos;05 Canarias;Industria general;2008;58,1
Ambos sexos;05 Canarias;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2023;11,3
Ambos sexos;05 Canarias;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2022;11,4
Ambos sexos;05 Canarias;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2021;12,7
Ambos sexos;05 Canarias;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2020;12,7
Ambos sexos;05 Canarias;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2019;9,4
Ambos sexos;05 Canarias;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2018;9,7
Ambos sexos;05 Canarias;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2017;10,2
Ambos sexos;05 Canarias;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2016;10,6
Ambos sexos;05 Canarias;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2015;9,9
Ambos sexos;05 Canarias;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2014;7,6
Ambos sexos;05 Canarias;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2013;8,2
Ambos sexos;05 Canarias;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2012;8,3
Ambos sexos;05 Canarias;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2011;6,7
Ambos sexos;05 Canarias;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2010;9,2
Ambos sexos;05 Canarias;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2009;8,5
Ambos sexos;05 Canarias;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2008;9,1
Ambos sexos;05 Canarias;C Industria manufacturera ( C );2023;38,8
Ambos sexos;05 Canarias;C Industria manufacturera ( C );2022;34,4
Ambos sexos;05 Canarias;C Industria manufacturera ( C );2021;34,2
Ambos sexos;05 Canarias;C Industria manufacturera ( C );2020;27,8
Ambos sexos;05 Canarias;C Industria manufacturera ( C );2019;31,5
Ambos sexos;05 Canarias;C Industria manufacturera ( C );2018;28,4
Ambos sexos;05 Canarias;C Industria manufacturera ( C );2017;24,4
Ambos sexos;05 Canarias;C Industria manufacturera ( C );2016;29,9
Ambos sexos;05 Canarias;C Industria manufacturera ( C );2015;25,9
Ambos sexos;05 Canarias;C Industria manufacturera ( C );2014;27
Ambos sexos;05 Canarias;C Industria manufacturera ( C );2013;30,7
Ambos sexos;05 Canarias;C Industria manufacturera ( C );2012;30
Ambos sexos;05 Canarias;C Industria manufacturera ( C );2011;31,8
Ambos sexos;05 Canarias;C Industria manufacturera ( C );2010;34,2
Ambos sexos;05 Canarias;C Industria manufacturera ( C );2009;39,6
Ambos sexos;05 Canarias;C Industria manufacturera ( C );2008;49
Ambos sexos;05 Canarias;F Construcción ( F );2023;61,8
Ambos sexos;05 Canarias;F Construcción ( F );2022;57,7
Ambos sexos;05 Canarias;F Construcción ( F );2021;51,7
Ambos sexos;05 Canarias;F Construcción ( F );2020;50,3
Ambos sexos;05 Canarias;F Construcción ( F );2019;48,7
Ambos sexos;05 Canarias;F Construcción ( F );2018;49,2
Ambos sexos;05 Canarias;F Construcción ( F );2017;44,8
Ambos sexos;05 Canarias;F Construcción ( F );2016;40,2
Ambos sexos;05 Canarias;F Construcción ( F );2015;40,8
Ambos sexos;05 Canarias;F Construcción ( F );2014;36,8
Ambos sexos;05 Canarias;F Construcción ( F );2013;41,1
Ambos sexos;05 Canarias;F Construcción ( F );2012;43,6
Ambos sexos;05 Canarias;F Construcción ( F );2011;51,4
Ambos sexos;05 Canarias;F Construcción ( F );2010;67,8
Ambos sexos;05 Canarias;F Construcción ( F );2009;72,2
Ambos sexos;05 Canarias;F Construcción ( F );2008;104,6
Ambos sexos;05 Canarias;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2023;438,1
Ambos sexos;05 Canarias;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2022;396,2
Ambos sexos;05 Canarias;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2021;329,5
Ambos sexos;05 Canarias;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2020;361,2
Ambos sexos;05 Canarias;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2019;406,5
Ambos sexos;05 Canarias;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2018;410,8
Ambos sexos;05 Canarias;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2017;391
Ambos sexos;05 Canarias;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2016;371,8
Ambos sexos;05 Canarias;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2015;359,7
Ambos sexos;05 Canarias;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2014;326,9
Ambos sexos;05 Canarias;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2013;310,4
Ambos sexos;05 Canarias;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2012;323,2
Ambos sexos;05 Canarias;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2011;337,9
Ambos sexos;05 Canarias;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2010;303,2
Ambos sexos;05 Canarias;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2009;308,2
Ambos sexos;05 Canarias;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2008;324,6
Ambos sexos;05 Canarias;J Información y comunicaciones ( J );2023;19,4
Ambos sexos;05 Canarias;J Información y comunicaciones ( J );2022;17,8
Ambos sexos;05 Canarias;J Información y comunicaciones ( J );2021;24
Ambos sexos;05 Canarias;J Información y comunicaciones ( J );2020;17
Ambos sexos;05 Canarias;J Información y comunicaciones ( J );2019;14,6
Ambos sexos;05 Canarias;J Información y comunicaciones ( J );2018;14,4
Ambos sexos;05 Canarias;J Información y comunicaciones ( J );2017;12,5
Ambos sexos;05 Canarias;J Información y comunicaciones ( J );2016;10,1
Ambos sexos;05 Canarias;J Información y comunicaciones ( J );2015;10,7
Ambos sexos;05 Canarias;J Información y comunicaciones ( J );2014;11,1
Ambos sexos;05 Canarias;J Información y comunicaciones ( J );2013;9,3
Ambos sexos;05 Canarias;J Información y comunicaciones ( J );2012;9
Ambos sexos;05 Canarias;J Información y comunicaciones ( J );2011;8
Ambos sexos;05 Canarias;J Información y comunicaciones ( J );2010;7,8
Ambos sexos;05 Canarias;J Información y comunicaciones ( J );2009;11,2
Ambos sexos;05 Canarias;J Información y comunicaciones ( J );2008;12,6
Ambos sexos;05 Canarias;K Actividades financieras y de seguros (  K  );2023;12,3
Ambos sexos;05 Canarias;K Actividades financieras y de seguros (  K  );2022;10,9
Ambos sexos;05 Canarias;K Actividades financieras y de seguros (  K  );2021;8,5
Ambos sexos;05 Canarias;K Actividades financieras y de seguros (  K  );2020;8,9
Ambos sexos;05 Canarias;K Actividades financieras y de seguros (  K  );2019;12
Ambos sexos;05 Canarias;K Actividades financieras y de seguros (  K  );2018;12,9
Ambos sexos;05 Canarias;K Actividades financieras y de seguros (  K  );2017;11,2
Ambos sexos;05 Canarias;K Actividades financieras y de seguros (  K  );2016;12,9
Ambos sexos;05 Canarias;K Actividades financieras y de seguros (  K  );2015;11,8
Ambos sexos;05 Canarias;K Actividades financieras y de seguros (  K  );2014;8,6
Ambos sexos;05 Canarias;K Actividades financieras y de seguros (  K  );2013;11,3
Ambos sexos;05 Canarias;K Actividades financieras y de seguros (  K  );2012;12,6
Ambos sexos;05 Canarias;K Actividades financieras y de seguros (  K  );2011;12,4
Ambos sexos;05 Canarias;K Actividades financieras y de seguros (  K  );2010;9,6
Ambos sexos;05 Canarias;K Actividades financieras y de seguros (  K  );2009;13,5
Ambos sexos;05 Canarias;K Actividades financieras y de seguros (  K  );2008;16,3
Ambos sexos;05 Canarias;L Actividades inmobiliarias ( L );2023;11,3
Ambos sexos;05 Canarias;L Actividades inmobiliarias ( L );2022;12,6
Ambos sexos;05 Canarias;L Actividades inmobiliarias ( L );2021;9,4
Ambos sexos;05 Canarias;L Actividades inmobiliarias ( L );2020;9,7
Ambos sexos;05 Canarias;L Actividades inmobiliarias ( L );2019;6,1
Ambos sexos;05 Canarias;L Actividades inmobiliarias ( L );2018;6,5
Ambos sexos;05 Canarias;L Actividades inmobiliarias ( L );2017;9,4
Ambos sexos;05 Canarias;L Actividades inmobiliarias ( L );2016;8,1
Ambos sexos;05 Canarias;L Actividades inmobiliarias ( L );2015;7
Ambos sexos;05 Canarias;L Actividades inmobiliarias ( L );2014;5,3
Ambos sexos;05 Canarias;L Actividades inmobiliarias ( L );2013;4,6
Ambos sexos;05 Canarias;L Actividades inmobiliarias ( L );2012;3,9
Ambos sexos;05 Canarias;L Actividades inmobiliarias ( L );2011;5
Ambos sexos;05 Canarias;L Actividades inmobiliarias ( L );2010;5,5
Ambos sexos;05 Canarias;L Actividades inmobiliarias ( L );2009;4,5
Ambos sexos;05 Canarias;L Actividades inmobiliarias ( L );2008;3,4
Ambos sexos;05 Canarias;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2023;86,9
